,Unnamed: 0,Common name / Scientific,Length,Recordist,Date,Time,Country,Location,Elev. (m),Type,Remarks,Actions,Cat.nr.,copyright,filename,download url,Common,ID,Order,Family,Genus,Epithet,Species,CommonES,Status,XCRecordings,VoucherMUSM-Orn,Priority,TIME,file_location
51926,273315,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens (ssp assumed from location)),0:43,Jeremy Minns,2001-10-24,06:33,Brazil,"Caraguatatuba, SP. Rio Mococa",10,"song,call","lowland humid forest - single bird high in 12m tree
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC283249,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC283249 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens (ssp assumed from location).mp3,/283249/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,43,./cosmos_data/Yellow-olive Flatbill/XC283249 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens (ssp assumed from location).mp3
51927,273316,Yellow-olive Flatbill (Tolmomyias sulphurescens confusus),0:12,Jonas Nilsson,1997-03-01,09:10,Ecuador,Napo: 3 km NW Guagua Sumaco,1260,call,"Heavily logged humid forest. Reference: JN1. Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC276588,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC276588 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3,/276588/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,12,./cosmos_data/Yellow-olive Flatbill/XC276588 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3
51929,273318,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:18,Peter Boesman,2014-03-08,10:30,Suriname,"Chocopot, Paramaribo outskirts",,song,"[also]
[sono]",ABCDE,XC271918,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC271918 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/271918/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,18,./cosmos_data/Yellow-olive Flatbill/XC271918 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51933,273322,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:06,Ricardo José Mitidieri,2015-08-16,12:00,Brazil,Rio Bonito de Baixo - Nova Friburgo - RJ,850,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC268842,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268842 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/268842/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,6,./cosmos_data/Yellow-olive Flatbill/XC268842 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51934,273323,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:05,Fabrice Schmitt,2015-08-12,09:00,Brazil,Reserva Feliciano Miguel Abdala,400,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC268595,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268595 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/268595/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,5,./cosmos_data/Yellow-olive Flatbill/XC268595 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51935,273324,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:48,Fabrice Schmitt,2015-08-12,09:00,Brazil,Reserva Feliciano Miguel Abdala,400,song,"bird-seen:no
playback-used:no
  [also]
[sono]",ABCDE,XC268594,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268594 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/268594/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,48,./cosmos_data/Yellow-olive Flatbill/XC268594 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51936,273325,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:05,Fabrice Schmitt,2015-08-12,09:00,Brazil,Reserva Feliciano Miguel Abdala,400,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC268593,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268593 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/268593/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,5,./cosmos_data/Yellow-olive Flatbill/XC268593 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51937,273326,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:05,Fabrice Schmitt,2015-08-12,09:00,Brazil,Reserva Feliciano Miguel Abdala,400,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC268592,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC268592 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/268592/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,5,./cosmos_data/Yellow-olive Flatbill/XC268592 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51939,273328,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:35,Roney Souza,2015-07-11,10:00,Brazil,"Ipaba, Ipaba, Minas Gerais",240,song,"bird-seen:no
playback-used:no
 [sono]",ABCDE,XC263206,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC263206 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/263206/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,35,./cosmos_data/Yellow-olive Flatbill/XC263206 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51940,273329,Yellow-olive Flatbill (Tolmomyias sulphurescens peruvianus),0:17,Mitch Lysinger,1994-09-20,?,Ecuador,Zamora-Chinchipe: Río Bombuscaro,1000,call,"Moore et al. 2013: Bird Sounds of Ecuador DVD 
playback-used:no
 [sono]",ABCDE,XC260911,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC260911 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3,/260911/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,17,./cosmos_data/Yellow-olive Flatbill/XC260911 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3
51941,273330,Yellow-olive Flatbill (Tolmomyias sulphurescens confusus),0:17,Mitch Lysinger,1997-01-22,?,Ecuador,Napo: km 35 Narupa-Loreto road,1080,calls,"Moore et al. 2013: Bird Sounds of Ecuador DVD 2-3 birds. Intervals halved
playback-used:no
  [also]
[sono]",ABCDE,XC260910,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC260910 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3,/260910/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,17,./cosmos_data/Yellow-olive Flatbill/XC260910 - Yellow-olive Flatbill - Tolmomyias sulphurescens confusus.mp3
51942,273331,Yellow-olive Flatbill (Tolmomyias sulphurescens aequatorialis),0:18,John V. Moore,2002-04-00,?,Ecuador,Loja: Macará-Zapotillo road,600,calls,"Moore et al. 2013: Bird Sounds of Ecuador DVD Edited
playback-used:no
  [also]
[sono]",ABCDE,XC258821,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC258821 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3,/258821/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,18,./cosmos_data/Yellow-olive Flatbill/XC258821 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3
51943,273332,Yellow-olive Flatbill (Tolmomyias sulphurescens aequatorialis),0:24,John V. Moore,2002-04-00,?,Ecuador,Loja: Macará-Zapotillo road,600,song,"Moore et al. 2013: Bird Sounds of Ecuador DVD Edited
playback-used:no
  [also]
[sono]",ABCDE,XC258820,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC258820 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3,/258820/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,24,./cosmos_data/Yellow-olive Flatbill/XC258820 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3
51944,273333,Yellow-olive Flatbill (Tolmomyias sulphurescens aequatorialis),0:11,John V. Moore,2002-05-00,?,Ecuador,Loja: 2 km E of Macará,550,song,"Moore et al. 2013: Bird Sounds of Ecuador DVD Edited
playback-used:no
  [also]
[sono]",ABCDE,XC258818,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC258818 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3,/258818/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,11,./cosmos_data/Yellow-olive Flatbill/XC258818 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3
51945,273334,Yellow-olive Flatbill (Tolmomyias sulphurescens peruvianus),0:22,John V. Moore,1997-11-00,?,Ecuador,Zamora-Chinchipe: Río Bombuscaro,1000,call,"Moore et al. 2013: Bird Sounds of Ecuador DVD 
playback-used:no
  [also]
[sono]",ABCDE,XC258817,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC258817 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3,/258817/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,22,./cosmos_data/Yellow-olive Flatbill/XC258817 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3
51946,273335,Yellow-olive Flatbill (Tolmomyias sulphurescens peruvianus),0:22,John V. Moore,1997-11-00,?,Ecuador,Zamora-Chinchipe: Río Bombuscaro,1000,call,"Moore et al. 2013: Bird Sounds of Ecuador DVD 
playback-used:no
  [also]
[sono]",ABCDE,XC258816,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC258816 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3,/258816/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,22,./cosmos_data/Yellow-olive Flatbill/XC258816 - Yellow-olive Flatbill - Tolmomyias sulphurescens peruvianus.mp3
51948,273337,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:29,Marcelo Villegas,2015-06-08,09:30,Brazil,"Goiatuba, Goiás",440,song,"bird-seen:yes
playback-used:yes
 [sono]",ABCDE,XC255982,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC255982 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/255982/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,29,./cosmos_data/Yellow-olive Flatbill/XC255982 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51949,273338,Yellow-olive Flatbill (Tolmomyias sulphurescens undescribed),0:46,Alex Lees,2015-06-21,07:00,Brazil,"Bonfinópolis, Bonfinópolis, Goiás",850,song,"in cerradao woodland
bird-seen:yes
playback-used:yes
  [also]
[sono]",ABCDE,XC254002,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC254002 - Yellow-olive Flatbill - Tolmomyias sulphurescens undescribed.mp3,/254002/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,46,./cosmos_data/Yellow-olive Flatbill/XC254002 - Yellow-olive Flatbill - Tolmomyias sulphurescens undescribed.mp3
51950,273339,Yellow-olive Flatbill (Tolmomyias sulphurescens undescribed),0:59,Alex Lees,2015-06-20,07:00,Brazil,"Bonfinópolis, Bonfinópolis, Goiás",900,"flight call, song","in cerradão woodland
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC253997,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC253997 - Yellow-olive Flatbill - Tolmomyias sulphurescens undescribed.mp3,/253997/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,59,./cosmos_data/Yellow-olive Flatbill/XC253997 - Yellow-olive Flatbill - Tolmomyias sulphurescens undescribed.mp3
51951,273340,Yellow-olive Flatbill (Tolmomyias sulphurescens aequatorialis),0:28,Niels Krabbe,2002-08-03,08:50,Ecuador,"El Oro: Carcabon, Arenillas Ecological Reserve",20,call,"Dry forest. Reference: A 230-235 (Tolsuly1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).
bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC250157,Creative Commons Attribution-ShareAlike 4.0,XC250157 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3,/250157/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,28,./cosmos_data/Yellow-olive Flatbill/XC250157 - Yellow-olive Flatbill - Tolmomyias sulphurescens aequatorialis.mp3
51952,273341,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:05,Peter Boesman,2004-08-06,10:45,Brazil,"Intervales National Park, Sao Paulo",,song,"ID certainty 100%. (Archiv. tape 332 side A track 22 seq. C)
 [sono]",ABCDE,XC231426,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC231426 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/231426/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,5,./cosmos_data/Yellow-olive Flatbill/XC231426 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51953,273342,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),1:35,Peter Boesman,2004-07-23,09:00,Brazil,"Ubatuba - Folha Seca road, Sao Paulo",,song,"ID certainty 100%. (Archiv. tape 323 side A track 20 seq. A)
 [sono]",ABCDE,XC231425,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC231425 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/231425/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,95,./cosmos_data/Yellow-olive Flatbill/XC231425 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51954,273343,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:31,Peter Boesman,2004-07-27,17:00,Brazil,"Carmo road, Rio de Janeiro",,song,"ID certainty 90%. (Archiv. tape 325 side A track 27 seq. B)
 [sono]",ABCDE,XC231424,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC231424 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/231424/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,31,./cosmos_data/Yellow-olive Flatbill/XC231424 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51955,273344,Yellow-olive Flatbill (Tolmomyias sulphurescens exortivus),0:13,Peter Boesman,2003-08-01,07:30,Venezuela,"Sabana de Piedra - Santa Maria road, Monagas",800 - 1000,song,"ID certainty 100%. (Archiv. tape 174 side B track 22 seq. A)
 [sono]",ABCDE,XC231423,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC231423 - Yellow-olive Flatbill - Tolmomyias sulphurescens exortivus.mp3,/231423/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,13,./cosmos_data/Yellow-olive Flatbill/XC231423 - Yellow-olive Flatbill - Tolmomyias sulphurescens exortivus.mp3
51956,273345,Yellow-olive Flatbill (Tolmomyias sulphurescens cherriei),1:01,Peter Boesman,2003-08-05,06:45,Venezuela,"Dry forest W of El Palmar, Bolivar",,song,"ID certainty 100%. (Archiv. tape 176 side A track 11 seq. A)
 [sono]",ABCDE,XC231422,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC231422 - Yellow-olive Flatbill - Tolmomyias sulphurescens cherriei.mp3,/231422/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,61,./cosmos_data/Yellow-olive Flatbill/XC231422 - Yellow-olive Flatbill - Tolmomyias sulphurescens cherriei.mp3
51957,273346,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:18,Peter Boesman,2004-02-04,08:30,Brazil,"Boa Nova dry area, Bahia",?,call,"ID certainty 80%. (Archiv. tape 306 side B track 40 seq. B)
 [sono]",ABCDE,XC231384,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC231384 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/231384/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,18,./cosmos_data/Yellow-olive Flatbill/XC231384 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51958,273347,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:19,Peter Boesman,2004-02-06,07:30,Brazil,"Boa Nova humid area, Bahia",?,call,"ID certainty 80%. (Archiv. tape 308 side B track 36 seq. B)
 [sono]",ABCDE,XC231383,Creative Commons Attribution-NonCommercial-NoDerivs 4.0,XC231383 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/231383/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,19,./cosmos_data/Yellow-olive Flatbill/XC231383 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51959,273348,Yellow-olive Flatbill (Tolmomyias sulphurescens insignis),2:26,Dan Lane,2015-02-21,08:00,Ecuador,"Sacha Lodge, Sucumbios",240,"call, song","Response to playback (of XC214581) by one (same as in XC214585; possibly the same as in XC214581) of a pair as they perched about 4m up in dense midstory of moderately tall riveredge forest. These birds showed nearly no wing markings, a dark iris, and grayish crown with whitish supercilium, ruling out T. viridiceps, voice additionally ruled out any other expected Tolmomyias. A huge surprise to find this form in Ecuador! 
bird-seen:yes
playback-used:yes
 [img][sono]",ABCDE,XC214587,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC214587 - Yellow-olive Flatbill - Tolmomyias sulphurescens insignis.mp3,/214587/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,146,./cosmos_data/Yellow-olive Flatbill/XC214587 - Yellow-olive Flatbill - Tolmomyias sulphurescens insignis.mp3
51960,273349,Yellow-olive Flatbill (Tolmomyias sulphurescens insignis),4:26,Dan Lane,2015-02-21,08:00,Ecuador,"Sacha Lodge, Sucumbios",240,song,"Response to playback (of XC214581) of a bird (possibly the same as in XC214581) as it perched about 2-4m up in dense understory of moderately tall riveredge forest. These birds showed nearly no wing markings, a dark iris, and grayish crown with whitish supercilium, ruling out T. viridiceps, voice additionally ruled out any other expected Tolmomyias. A huge surprise to find this form in Ecuador! 
bird-seen:yes
playback-used:yes
 [img][sono]",ABCDE,XC214585,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC214585 - Yellow-olive Flatbill - Tolmomyias sulphurescens insignis.mp3,/214585/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,266,./cosmos_data/Yellow-olive Flatbill/XC214585 - Yellow-olive Flatbill - Tolmomyias sulphurescens insignis.mp3
51961,273350,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:46,GABRIEL LEITE,2015-01-28,08:00,Brazil,"Pacajá, Pacajá, Pará",110,song,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC212999,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC212999 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/212999/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,46,./cosmos_data/Yellow-olive Flatbill/XC212999 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51962,273351,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:40,Eric DeFonso,2014-08-15,09:40,Brazil,"Reserva Ecológica de Guapi Açu (REGUA), RJ",30,song,"Bird moving through secondary forest about 4-6m above the ground, about 10m from mic.
bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC207266,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC207266 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/207266/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,40,./cosmos_data/Yellow-olive Flatbill/XC207266 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51963,273352,Yellow-olive Flatbill (Tolmomyias sulphurescens pallescens),0:26,Niels Poul Dreyer,1996-11-12,10:00,Brazil,"Pantanal Reserve, Brazil",240,"call, song","bird-seen:yes
 Recording (not its ID) has been discussed. See the forum. [also]
[sono]",ABCDE,XC207153,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC207153 - Yellow-olive Flatbill - Tolmomyias sulphurescens pallescens.mp3,/207153/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,26,./cosmos_data/Yellow-olive Flatbill/XC207153 - Yellow-olive Flatbill - Tolmomyias sulphurescens pallescens.mp3
51964,273353,Yellow-olive Flatbill (Tolmomyias sulphurescens mixtus),0:54,Alex Lees,2014-12-10,08:30,Brazil,"Viseu, Viseu, Pará",50,song,"in undisturbed primary forest
bird-seen:yes
playback-used:yes
  [also]
[sono]",ABCDE,XC206414,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC206414 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3,/206414/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,54,./cosmos_data/Yellow-olive Flatbill/XC206414 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3
51965,273354,Yellow-olive Flatbill (Tolmomyias sulphurescens mixtus),0:32,Jeremy Minns,2002-01-31,10:46,Brazil,Serra dos Carajás. Rio Parauapebas,160,call,"várzea / transitional forest
bird-seen:yes
playback-used:no
 Recording (not its ID) has been discussed. See the forum.[sono]",ABCDE,XC204193,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC204193 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3,/204193/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,32,./cosmos_data/Yellow-olive Flatbill/XC204193 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3
51966,273355,Yellow-olive Flatbill (Tolmomyias sulphurescens),1:03,Fernando Jacobs,2014-07-09,10:00,Brazil,"APA Dunas, Pelotas, Rio Grande do Sul",10,"call, song","bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC187468,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC187468 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/187468/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,63,./cosmos_data/Yellow-olive Flatbill/XC187468 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
51967,273356,Yellow-olive Flatbill (Tolmomyias sulphurescens mixtus),0:23,Marcelo O. Barbosa,2014-04-17,08:55,Brazil,"Taquaruçu, Palmas, Tocantins",480,song,"Recording made in a slope forest near stream.
bird-seen:yes
playback-used:yes
  [also]
[sono]",ABCDE,XC187210,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC187210 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3,/187210/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,23,./cosmos_data/Yellow-olive Flatbill/XC187210 - Yellow-olive Flatbill - Tolmomyias sulphurescens mixtus.mp3
51968,273357,Yellow-olive Flatbill (Tolmomyias sulphurescens sulphurescens),0:22,João Gava,2012-11-05,14:30,Brazil,"Nova Veneza, Santa Catarina, Santa Catarina",90,call,"bird-seen:yes
playback-used:no
  [also]
[sono]",ABCDE,XC186291,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC186291 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3,/186291/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,22,./cosmos_data/Yellow-olive Flatbill/XC186291 - Yellow-olive Flatbill - Tolmomyias sulphurescens sulphurescens.mp3
51969,273358,Yellow-olive Flatbill (Tolmomyias sulphurescens),0:21,Glauco Kohler,2014-01-19,10:00,Brazil,"Mirim Doce, Santa Catarina",400,call,"bird-seen:yes
playback-used:no
 [sono]",ABCDE,XC179689,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,XC179689 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3,/179689/download,Yellow-olive Flatbill,680,Passeriformes,Tyrannidae,Tolmomyias,sulphurescens,Tolmomyias sulphurescens,Picoplano Sulfuroso,,451,1,,21,./cosmos_data/Yellow-olive Flatbill/XC179689 - Yellow-olive Flatbill - Tolmomyias sulphurescens.mp3
