,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE,y
7333,.\cosmos_data\Cosmos_data,XC195447 - Slate-throated Whitestart - Myioborus miniatus verticalis_15.wav,28.16,0,15.0,3.0,44100,Myioborus miniatus,0.8748249626749273,2
7334,.\cosmos_data\Cosmos_data,XC195447 - Slate-throated Whitestart - Myioborus miniatus verticalis_18.wav,28.16,0,18.0,3.0,44100,Myioborus miniatus,0.9054530181510404,2
7335,.\cosmos_data\Cosmos_data,XC195447 - Slate-throated Whitestart - Myioborus miniatus verticalis_21.wav,28.16,0,21.0,3.0,44100,Myioborus miniatus,0.9054530181510404,2
7336,.\cosmos_data\Cosmos_data,XC195447 - Slate-throated Whitestart - Myioborus miniatus verticalis_24.wav,28.16,0,24.0,3.0,44100,Myioborus miniatus,0.7848460436349917,2
7352,.\cosmos_data\Cosmos_data,XC195820 - Rufous-collared Sparrow - Zonotrichia capensis_0.wav,12.042448979591837,0,0.0,3.0,44100,Zonotrichia capensis,1.0,9
7353,.\cosmos_data\Cosmos_data,XC195820 - Rufous-collared Sparrow - Zonotrichia capensis_3.wav,12.042448979591837,0,3.0,3.0,44100,no bird,0.0,10
7354,.\cosmos_data\Cosmos_data,XC195820 - Rufous-collared Sparrow - Zonotrichia capensis_6.wav,12.042448979591837,0,6.0,3.0,44100,Zonotrichia capensis,0.9651948121891616,9
7355,.\cosmos_data\Cosmos_data,XC195820 - Rufous-collared Sparrow - Zonotrichia capensis_9.wav,12.042448979591837,0,9.0,3.0,44100,Zonotrichia capensis,0.9651948121891616,9
7385,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_0.wav,57.391020408163264,0,0.0,3.0,44100,Zonotrichia capensis,0.9226186146959588,9
7386,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_3.wav,57.391020408163264,0,3.0,3.0,44100,Zonotrichia capensis,0.8867569256741045,9
7387,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_6.wav,57.391020408163264,0,6.0,3.0,44100,Zonotrichia capensis,0.934681887820884,9
7388,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_9.wav,57.391020408163264,0,9.0,3.0,44100,Zonotrichia capensis,0.934681887820884,9
7389,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_12.wav,57.391020408163264,0,12.0,3.0,44100,Zonotrichia capensis,0.8204780124086617,9
7390,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_15.wav,57.391020408163264,0,15.0,3.0,44100,Zonotrichia capensis,0.9478362391958206,9
7391,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_18.wav,57.391020408163264,0,18.0,3.0,44100,Zonotrichia capensis,0.9478362391958206,9
7392,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_21.wav,57.391020408163264,0,21.0,3.0,44100,Zonotrichia capensis,0.946437874939078,9
7393,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_24.wav,57.391020408163264,0,24.0,3.0,44100,Zonotrichia capensis,0.946437874939078,9
7394,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_27.wav,57.391020408163264,0,27.0,3.0,44100,Zonotrichia capensis,0.910468153929445,9
7395,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_30.wav,57.391020408163264,0,30.0,3.0,44100,Zonotrichia capensis,0.910468153929445,9
7396,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_33.wav,57.391020408163264,0,33.0,3.0,44100,Zonotrichia capensis,1.0,9
7397,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_36.wav,57.391020408163264,0,36.0,3.0,44100,Zonotrichia capensis,1.0,9
7398,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_39.wav,57.391020408163264,0,39.0,3.0,44100,Zonotrichia capensis,0.9240744690042892,9
7399,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_42.wav,57.391020408163264,0,42.0,3.0,44100,Zonotrichia capensis,0.9240744690042892,9
7400,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_45.wav,57.391020408163264,0,45.0,3.0,44100,Zonotrichia capensis,0.9011622740195508,9
7401,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_48.wav,57.391020408163264,0,48.0,3.0,44100,Zonotrichia capensis,0.9011622740195508,9
7402,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_51.wav,57.391020408163264,0,51.0,3.0,44100,Zonotrichia capensis,0.921421745785716,9
7403,.\cosmos_data\Cosmos_data,XC1974 - Rufous-collared Sparrow - Zonotrichia capensis_54.wav,57.391020408163264,0,54.0,3.0,44100,Zonotrichia capensis,0.921421745785716,9
7418,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_0.wav,25.039614512471648,0,0.0,3.0,44100,Zonotrichia capensis,0.929450023735104,9
7419,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_3.wav,25.039614512471648,0,3.0,3.0,44100,no bird,0.0,10
7420,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_6.wav,25.039614512471648,0,6.0,3.0,44100,Zonotrichia capensis,0.5205157607254928,9
7421,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_9.wav,25.039614512471648,0,9.0,3.0,44100,Zonotrichia capensis,1.0,9
7422,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_12.wav,25.039614512471648,0,12.0,3.0,44100,Zonotrichia capensis,0.9232621485714756,9
7423,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_15.wav,25.039614512471648,0,15.0,3.0,44100,no bird,0.0,10
7424,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_18.wav,25.039614512471648,0,18.0,3.0,44100,no bird,0.0,10
7425,.\cosmos_data\Cosmos_data,XC198022 - Rufous-collared Sparrow - Zonotrichia capensis_21.wav,25.039614512471648,0,21.0,3.0,44100,Zonotrichia capensis,0.9858136003172899,9
7472,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_0.wav,231.10530612244895,0,0.0,3.0,44100,Thraupis episcopus,0.7640444132866736,4
7473,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_3.wav,231.10530612244895,0,3.0,3.0,44100,Thraupis episcopus,0.7640444132866736,4
7474,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_6.wav,231.10530612244895,0,6.0,3.0,44100,Thraupis episcopus,0.44922009406954144,4
7475,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_9.wav,231.10530612244895,0,9.0,3.0,44100,Thraupis episcopus,1.0,4
7476,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_12.wav,231.10530612244895,0,12.0,3.0,44100,Thraupis episcopus,1.0,4
7477,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_15.wav,231.10530612244895,0,15.0,3.0,44100,Thraupis episcopus,0.7859318818043427,4
7478,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_18.wav,231.10530612244895,0,18.0,3.0,44100,Thraupis episcopus,0.7859318818043427,4
7479,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_21.wav,231.10530612244895,0,21.0,3.0,44100,Thraupis episcopus,0.8231748422157021,4
7480,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_24.wav,231.10530612244895,0,24.0,3.0,44100,Thraupis episcopus,0.8231748422157021,4
7481,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_27.wav,231.10530612244895,0,27.0,3.0,44100,Thraupis episcopus,0.847498482981991,4
7482,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_30.wav,231.10530612244895,0,30.0,3.0,44100,Thraupis episcopus,0.847498482981991,4
7483,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_33.wav,231.10530612244895,0,33.0,3.0,44100,Thraupis episcopus,0.6868730099656783,4
7484,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_36.wav,231.10530612244895,0,36.0,3.0,44100,Thraupis episcopus,0.8012755933680108,4
7485,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_39.wav,231.10530612244895,0,39.0,3.0,44100,Thraupis episcopus,0.6223676251527837,4
7486,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_42.wav,231.10530612244895,0,42.0,3.0,44100,Thraupis episcopus,0.7071667681217538,4
7487,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_45.wav,231.10530612244895,0,45.0,3.0,44100,Thraupis episcopus,0.7456533948026146,4
7488,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_48.wav,231.10530612244895,0,48.0,3.0,44100,Thraupis episcopus,0.8805753417016952,4
7489,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_51.wav,231.10530612244895,0,51.0,3.0,44100,Thraupis episcopus,0.8805753417016952,4
7490,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_54.wav,231.10530612244895,0,54.0,3.0,44100,Thraupis episcopus,0.7617518168153873,4
7491,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_57.wav,231.10530612244895,0,57.0,3.0,44100,Thraupis episcopus,0.7127552605183922,4
7492,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_60.wav,231.10530612244895,0,60.0,3.0,44100,Thraupis episcopus,0.7146655973011985,4
7493,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_63.wav,231.10530612244895,0,63.0,3.0,44100,Thraupis episcopus,0.7146655973011985,4
7494,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_66.wav,231.10530612244895,0,66.0,3.0,44100,Thraupis episcopus,0.8141783243850909,4
7495,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_69.wav,231.10530612244895,0,69.0,3.0,44100,Thraupis episcopus,0.8141783243850909,4
7496,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_72.wav,231.10530612244895,0,72.0,3.0,44100,Thraupis episcopus,0.33543859851577457,4
7497,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_75.wav,231.10530612244895,0,75.0,3.0,44100,Thraupis episcopus,0.33467179519727963,4
7498,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_78.wav,231.10530612244895,0,78.0,3.0,44100,Thraupis episcopus,0.2795538187983294,4
7499,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_81.wav,231.10530612244895,0,81.0,3.0,44100,Thraupis episcopus,0.7012271738074699,4
7500,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_84.wav,231.10530612244895,0,84.0,3.0,44100,Thraupis episcopus,0.7012271738074699,4
7501,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_87.wav,231.10530612244895,0,87.0,3.0,44100,Thraupis episcopus,0.8628336838582552,4
7502,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_90.wav,231.10530612244895,0,90.0,3.0,44100,Thraupis episcopus,0.8628336838582552,4
7503,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_93.wav,231.10530612244895,0,93.0,3.0,44100,Thraupis episcopus,0.848868847902957,4
7504,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_96.wav,231.10530612244895,0,96.0,3.0,44100,Thraupis episcopus,0.848868847902957,4
7505,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_99.wav,231.10530612244895,0,99.0,3.0,44100,Thraupis episcopus,0.34658935404363433,4
7506,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_102.wav,231.10530612244895,0,102.0,3.0,44100,Thraupis episcopus,0.5041867292899394,4
7507,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_105.wav,231.10530612244895,0,105.0,3.0,44100,Thraupis episcopus,0.9556769169962754,4
7508,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_108.wav,231.10530612244895,0,108.0,3.0,44100,Thraupis episcopus,0.5425133358144151,4
7509,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_111.wav,231.10530612244895,0,111.0,3.0,44100,Thraupis episcopus,0.834119297719232,4
7510,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_114.wav,231.10530612244895,0,114.0,3.0,44100,Thraupis episcopus,0.3207201339784146,4
7511,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_117.wav,231.10530612244895,0,117.0,3.0,44100,Thraupis episcopus,0.5409650638686219,4
7512,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_120.wav,231.10530612244895,0,120.0,3.0,44100,no bird,0.0,10
7513,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_123.wav,231.10530612244895,0,123.0,3.0,44100,Thraupis episcopus,0.306322887786827,4
7514,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_126.wav,231.10530612244895,0,126.0,3.0,44100,Thraupis episcopus,0.4059918605131992,4
7515,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_129.wav,231.10530612244895,0,129.0,3.0,44100,Thraupis episcopus,0.7235350798994873,4
7516,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_132.wav,231.10530612244895,0,132.0,3.0,44100,Thraupis episcopus,0.7235350798994873,4
7517,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_135.wav,231.10530612244895,0,135.0,3.0,44100,Thraupis episcopus,0.6183573123153012,4
7518,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_138.wav,231.10530612244895,0,138.0,3.0,44100,Thraupis episcopus,0.5355117327278724,4
7519,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_141.wav,231.10530612244895,0,141.0,3.0,44100,no bird,0.0,10
7520,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_144.wav,231.10530612244895,0,144.0,3.0,44100,Thraupis episcopus,0.5273146906004507,4
7521,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_147.wav,231.10530612244895,0,147.0,3.0,44100,Thraupis episcopus,0.6639805590896546,4
7522,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_150.wav,231.10530612244895,0,150.0,3.0,44100,Thraupis episcopus,0.4222429940694453,4
7523,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_153.wav,231.10530612244895,0,153.0,3.0,44100,no bird,0.0,10
7524,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_156.wav,231.10530612244895,0,156.0,3.0,44100,Thraupis episcopus,0.8397255808183531,4
7525,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_159.wav,231.10530612244895,0,159.0,3.0,44100,Thraupis episcopus,0.8397255808183531,4
7526,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_162.wav,231.10530612244895,0,162.0,3.0,44100,Thraupis episcopus,0.6788255059050707,4
7527,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_165.wav,231.10530612244895,0,165.0,3.0,44100,Thraupis episcopus,0.6441228654763245,4
7528,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_168.wav,231.10530612244895,0,168.0,3.0,44100,Thraupis episcopus,0.7785129665371311,4
7529,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_171.wav,231.10530612244895,0,171.0,3.0,44100,Thraupis episcopus,0.4540780136728761,4
7530,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_174.wav,231.10530612244895,0,174.0,3.0,44100,Thraupis episcopus,0.9891672893412536,4
7531,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_177.wav,231.10530612244895,0,177.0,3.0,44100,Thraupis episcopus,0.9891672893412536,4
7532,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_180.wav,231.10530612244895,0,180.0,3.0,44100,Thraupis episcopus,0.6090498899380595,4
7533,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_183.wav,231.10530612244895,0,183.0,3.0,44100,Thraupis episcopus,0.465177632951843,4
7534,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_186.wav,231.10530612244895,0,186.0,3.0,44100,Thraupis episcopus,0.3388357091133595,4
7535,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_189.wav,231.10530612244895,0,189.0,3.0,44100,Thraupis episcopus,0.24329441977787586,4
7536,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_192.wav,231.10530612244895,0,192.0,3.0,44100,Thraupis episcopus,0.8398300170502246,4
7537,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_195.wav,231.10530612244895,0,195.0,3.0,44100,Thraupis episcopus,0.8398300170502246,4
7538,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_198.wav,231.10530612244895,0,198.0,3.0,44100,Thraupis episcopus,0.6912993848263579,4
7539,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_201.wav,231.10530612244895,0,201.0,3.0,44100,Thraupis episcopus,0.8040391626252922,4
7540,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_204.wav,231.10530612244895,0,204.0,3.0,44100,Thraupis episcopus,0.8040391626252922,4
7541,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_207.wav,231.10530612244895,0,207.0,3.0,44100,Thraupis episcopus,0.7543807921959401,4
7542,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_210.wav,231.10530612244895,0,210.0,3.0,44100,Thraupis episcopus,0.3326631287210216,4
7543,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_213.wav,231.10530612244895,0,213.0,3.0,44100,Thraupis episcopus,0.6087488424022641,4
7544,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_216.wav,231.10530612244895,0,216.0,3.0,44100,Thraupis episcopus,0.6295080438016711,4
7545,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_219.wav,231.10530612244895,0,219.0,3.0,44100,Thraupis episcopus,0.7255808183530809,4
7546,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_222.wav,231.10530612244895,0,222.0,3.0,44100,Thraupis episcopus,0.662037045050867,4
7547,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_225.wav,231.10530612244895,0,225.0,3.0,44100,Thraupis episcopus,0.662037045050867,4
7548,.\cosmos_data\Cosmos_data,XC198505 - Blue-grey Tanager - Thraupis episcopus quaesita_228.wav,231.10530612244895,0,228.0,3.0,44100,Thraupis episcopus,0.3063328650051112,4
7743,.\cosmos_data\Cosmos_data,XC20258 - Yellow-olive Flatbill - Tolmomyias sulphurescens_0.wav,7.02,0,0.0,3.0,44100,Tolmomyias sulphurescens,0.4552000893015396,5
7744,.\cosmos_data\Cosmos_data,XC20258 - Yellow-olive Flatbill - Tolmomyias sulphurescens_3.wav,7.02,0,3.0,3.0,44100,Tolmomyias sulphurescens,0.6755905465153141,5
7745,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_0.wav,46.811428571428564,0,0.0,3.0,44100,Thraupis episcopus,0.9070499243951454,4
7746,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_3.wav,46.811428571428564,0,3.0,3.0,44100,Thraupis episcopus,0.9070499243951454,4
7747,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_6.wav,46.811428571428564,0,6.0,3.0,44100,Thraupis episcopus,0.8705647408683758,4
7748,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_9.wav,46.811428571428564,0,9.0,3.0,44100,Thraupis episcopus,0.8705647408683758,4
7749,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_12.wav,46.811428571428564,0,12.0,3.0,44100,Thraupis episcopus,0.8705647408683758,4
7750,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_15.wav,46.811428571428564,0,15.0,3.0,44100,Thraupis episcopus,0.8302843258950248,4
7751,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_18.wav,46.811428571428564,0,18.0,3.0,44100,Thraupis episcopus,0.7795278050156783,4
7752,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_21.wav,46.811428571428564,0,21.0,3.0,44100,Thraupis episcopus,1.0,4
7753,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_24.wav,46.811428571428564,0,24.0,3.0,44100,Thraupis episcopus,1.0,4
7754,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_27.wav,46.811428571428564,0,27.0,3.0,44100,Thraupis episcopus,0.8518315520061265,4
7755,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_30.wav,46.811428571428564,0,30.0,3.0,44100,Thraupis episcopus,0.8518315520061265,4
7756,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_33.wav,46.811428571428564,0,33.0,3.0,44100,Thraupis episcopus,0.6588755564876271,4
7757,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_36.wav,46.811428571428564,0,36.0,3.0,44100,Thraupis episcopus,0.5622597947805255,4
7758,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_39.wav,46.811428571428564,0,39.0,3.0,44100,Thraupis episcopus,0.7045008977486065,4
7759,.\cosmos_data\Cosmos_data,XC202849 - Blue-grey Tanager - Thraupis episcopus_42.wav,46.811428571428564,0,42.0,3.0,44100,Thraupis episcopus,0.6642814452902364,4
7806,.\cosmos_data\Cosmos_data,XC20390 - Buff-throated Woodcreeper - Xiphorhynchus guttatus_0.wav,23.510204081632647,0,0.0,3.0,44100,Xiphorhynchus guttatus,1.0,8
7807,.\cosmos_data\Cosmos_data,XC20390 - Buff-throated Woodcreeper - Xiphorhynchus guttatus_3.wav,23.510204081632647,0,3.0,3.0,44100,Xiphorhynchus guttatus,1.0,8
7808,.\cosmos_data\Cosmos_data,XC20390 - Buff-throated Woodcreeper - Xiphorhynchus guttatus_6.wav,23.510204081632647,0,6.0,3.0,44100,Xiphorhynchus guttatus,1.0,8
7809,.\cosmos_data\Cosmos_data,XC20390 - Buff-throated Woodcreeper - Xiphorhynchus guttatus_9.wav,23.510204081632647,0,9.0,3.0,44100,Xiphorhynchus guttatus,1.0,8
7810,.\cosmos_data\Cosmos_data,XC20390 - Buff-throated Woodcreeper - Xiphorhynchus guttatus_12.wav,23.510204081632647,0,12.0,3.0,44100,Xiphorhynchus guttatus,0.5041236289446986,8
7811,.\cosmos_data\Cosmos_data,XC20390 - Buff-throated Woodcreeper - Xiphorhynchus guttatus_15.wav,23.510204081632647,0,15.0,3.0,44100,Xiphorhynchus guttatus,0.969417373282653,8
7812,.\cosmos_data\Cosmos_data,XC20390 - Buff-throated Woodcreeper - Xiphorhynchus guttatus_18.wav,23.510204081632647,0,18.0,3.0,44100,Xiphorhynchus guttatus,0.969417373282653,8
7893,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_0.wav,29.491179138322,0,0.0,3.0,44100,Thraupis episcopus,0.9878405212646724,4
7894,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_3.wav,29.491179138322,0,3.0,3.0,44100,Thraupis episcopus,0.9878405212646724,4
7895,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_6.wav,29.491179138322,0,6.0,3.0,44100,Thraupis episcopus,0.9878405212646724,4
7896,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_9.wav,29.491179138322,0,9.0,3.0,44100,Thraupis episcopus,0.7129464076560749,4
7897,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_12.wav,29.491179138322,0,12.0,3.0,44100,Thraupis episcopus,0.575185982542823,4
7898,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_15.wav,29.491179138322,0,15.0,3.0,44100,Thraupis episcopus,0.9570331223263744,4
7899,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_18.wav,29.491179138322,0,18.0,3.0,44100,Thraupis episcopus,0.9570331223263744,4
7900,.\cosmos_data\Cosmos_data,XC206828 - Blue-grey Tanager - Thraupis episcopus_21.wav,29.491179138322,0,21.0,3.0,44100,Thraupis episcopus,0.9254809598203828,4
