,Unnamed: 0,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE
6119,6119,./../all_10_species/,XC30936 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,37.44,0,15.0,3.0,48000,Microcerculus marginatus,0.9805944561958312
6121,6121,./../all_10_species/,XC30936 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,37.44,0,21.0,3.0,48000,Microcerculus marginatus,0.8894875049591064
6123,6123,./../all_10_species/,XC30936 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,37.44,0,27.0,3.0,48000,Microcerculus marginatus,0.9791321754455566
6125,6125,./../all_10_species/,XC30936 - Southern Nightingale-Wren - Microcerculus marginatus.mp3,37.44,0,33.0,3.0,48000,Microcerculus marginatus,0.9424883127212524
6129,6129,./../all_10_species/,XC693585 - Pale-breasted Thrush - Turdus leucomelas.mp3,31.0045625,0,9.0,3.0,48000,Turdus leucomelas,0.5279092788696289
6135,6135,./../all_10_species/,XC693585 - Pale-breasted Thrush - Turdus leucomelas.mp3,31.0045625,0,27.0,3.0,48000,Turdus leucomelas,0.6080682277679443
6136,6136,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,0.0,3.0,48000,Ramphastos tucanus,0.989302098751068
6137,6137,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,3.0,3.0,48000,Ramphastos tucanus,0.9801720976829528
6139,6139,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,9.0,3.0,48000,Ramphastos tucanus,0.9992513060569764
6140,6140,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,12.0,3.0,48000,Ramphastos tucanus,0.996268093585968
6141,6141,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,15.0,3.0,48000,Ramphastos tucanus,0.9939775466918944
6142,6142,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,18.0,3.0,48000,Ramphastos tucanus,0.9988901019096376
6143,6143,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,21.0,3.0,48000,Ramphastos tucanus,0.9935932755470276
6144,6144,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,24.0,3.0,48000,Ramphastos tucanus,0.9710336327552797
6145,6145,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,27.0,3.0,48000,Ramphastos tucanus,0.991555392742157
6146,6146,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,30.0,3.0,48000,Ramphastos tucanus,0.9947123527526855
6147,6147,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,33.0,3.0,48000,Ramphastos tucanus,0.9974849224090576
6148,6148,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,36.0,3.0,48000,Ramphastos tucanus,0.9985464215278624
6149,6149,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,39.0,3.0,48000,Ramphastos tucanus,0.9977712631225586
6150,6150,./../all_10_species/,XC247104 - White-throated Toucan - Ramphastos tucanus.mp3,46.148375,0,42.0,3.0,48000,Ramphastos tucanus,0.9993419051170348
6177,6177,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,0.0,3.0,48000,Trogon viridis,0.8012305498123169
6178,6178,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,3.0,3.0,48000,Trogon surrucura,0.6853117942810059
6179,6179,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,6.0,3.0,48000,Trogon viridis,0.8602724671363831
6180,6180,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,9.0,3.0,48000,Trogon viridis,0.7645761370658875
6183,6183,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,18.0,3.0,48000,Trogon viridis,0.6390960812568665
6185,6185,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,24.0,3.0,48000,Trogon viridis,0.7152387499809265
6188,6188,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,33.0,3.0,48000,Trogon viridis,0.5024638772010803
6189,6189,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,36.0,3.0,48000,Trogon viridis,0.7311329245567322
6190,6190,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,39.0,3.0,48000,Trogon viridis,0.7438797354698181
6191,6191,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,42.0,3.0,48000,Trogon viridis,0.5866539478302002
6192,6192,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,45.0,3.0,48000,Trogon viridis,0.7714780569076538
6193,6193,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,48.0,3.0,48000,Trogon viridis,0.5184446573257446
6194,6194,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,51.0,3.0,48000,Trogon viridis,0.8648248314857483
6195,6195,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,54.0,3.0,48000,Trogon viridis,0.7549622654914856
6196,6196,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,57.0,3.0,48000,Trogon viridis,0.619746744632721
6197,6197,./../all_10_species/,XC525682 - Green-backed Trogon - Trogon viridis.mp3,67.73552083333334,0,60.0,3.0,48000,Trogon viridis,0.9039542078971864
6202,6202,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,6.0,3.0,48000,Ramphastos tucanus,0.9840113520622252
6203,6203,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,9.0,3.0,48000,Ramphastos tucanus,0.9925922155380248
6204,6204,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,12.0,3.0,48000,Ramphastos tucanus,0.9913262724876404
6205,6205,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,15.0,3.0,48000,Ramphastos tucanus,0.9872034192085266
6206,6206,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,18.0,3.0,48000,Ramphastos tucanus,0.8683888912200928
6207,6207,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,21.0,3.0,48000,Ramphastos tucanus,0.9927617907524108
6208,6208,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,24.0,3.0,48000,Ramphastos tucanus,0.998610258102417
6209,6209,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,27.0,3.0,48000,Ramphastos tucanus,0.9972495436668396
6210,6210,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,30.0,3.0,48000,Ramphastos tucanus,0.9950259327888488
6211,6211,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,33.0,3.0,48000,Ramphastos tucanus,0.99517422914505
6212,6212,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,36.0,3.0,48000,Ramphastos tucanus,0.9991851449012756
6213,6213,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,39.0,3.0,48000,Ramphastos tucanus,0.9954833984375
6214,6214,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,42.0,3.0,48000,Ramphastos tucanus,0.9907907247543336
6215,6215,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,45.0,3.0,48000,Ramphastos tucanus,0.9939683675765992
6216,6216,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,48.0,3.0,48000,Ramphastos tucanus,0.9974634647369384
6217,6217,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,51.0,3.0,48000,Ramphastos tucanus,0.9990461468696594
6220,6220,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,60.0,3.0,48000,Ramphastos tucanus,0.8941524028778076
6222,6222,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,66.0,3.0,48000,Ramphastos tucanus,0.9721293449401855
6224,6224,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,72.0,3.0,48000,Ramphastos tucanus,0.9852028489112854
6225,6225,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,75.0,3.0,48000,Ramphastos tucanus,0.9982555508613586
6226,6226,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,78.0,3.0,48000,Ramphastos tucanus,0.9950153231620787
6227,6227,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,81.0,3.0,48000,Ramphastos tucanus,0.9293777346611024
6231,6231,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,93.0,3.0,48000,Ramphastos tucanus,0.7576678991317749
6232,6232,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,96.0,3.0,48000,Ramphastos tucanus,0.9708741307258606
6233,6233,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,99.0,3.0,48000,Ramphastos tucanus,0.9988712668418884
6234,6234,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,102.0,3.0,48000,Ramphastos tucanus,0.9646779298782348
6235,6235,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,105.0,3.0,48000,Ramphastos tucanus,0.9970748424530028
6236,6236,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,108.0,3.0,48000,Ramphastos tucanus,0.9968090653419496
6237,6237,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,111.0,3.0,48000,Ramphastos tucanus,0.9482941031455994
6238,6238,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,114.0,3.0,48000,Ramphastos tucanus,0.9956936836242676
6239,6239,./../all_10_species/,XC394570 - White-throated Toucan - Ramphastos tucanus.mp3,120.89470833333333,0,117.0,3.0,48000,Ramphastos tucanus,0.9951871037483216
6242,6242,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,6.0,3.0,48000,Turdus ignobilis,0.5663148760795593
6243,6243,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,9.0,3.0,48000,Turdus ignobilis,0.9667539596557616
6244,6244,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,12.0,3.0,48000,Turdus ignobilis,0.7577119469642639
6245,6245,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,15.0,3.0,48000,Turdus ignobilis,0.549015462398529
6247,6247,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,21.0,3.0,48000,Turdus ignobilis,0.9119992852211
6248,6248,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,24.0,3.0,48000,Turdus ignobilis,0.6419885158538818
6249,6249,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,27.0,3.0,48000,Turdus ignobilis,0.5180389881134033
6250,6250,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,30.0,3.0,48000,Turdus ignobilis,0.8478162884712219
6273,6273,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,99.0,3.0,48000,Pseudoseisura unirufa,0.9774274826049804
6279,6279,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,117.0,3.0,48000,Turdus ignobilis,0.7969095706939697
6283,6283,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,129.0,3.0,48000,Turdus ignobilis,0.7319926023483276
6284,6284,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,132.0,3.0,48000,Turdus ignobilis,0.8914388418197632
6285,6285,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,135.0,3.0,48000,Turdus ignobilis,0.8057672381401062
6290,6290,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,150.0,3.0,48000,Turdus ignobilis,0.7822794914245605
6293,6293,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,159.0,3.0,48000,Turdus ignobilis,0.6641563177108765
6298,6298,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,174.0,3.0,48000,Turdus leucomelas,0.5603050589561462
6303,6303,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,189.0,3.0,48000,Turdus leucomelas,0.9244004487991332
6305,6305,./../all_10_species/,XC708459 - Pale-breasted Thrush - Turdus leucomelas leucomelas.mp3,205.632,0,195.0,3.0,48000,Turdus leucomelas,0.9670789241790771
6358,6358,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,0.0,3.0,48000,Ramphastos tucanus,0.9997610449790956
6359,6359,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,3.0,3.0,48000,Ramphastos tucanus,0.9995883107185364
6361,6361,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,9.0,3.0,48000,Ramphastos tucanus,0.9988827109336852
6362,6362,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,12.0,3.0,48000,Ramphastos tucanus,0.9995272159576416
6363,6363,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,15.0,3.0,48000,Ramphastos tucanus,0.9997640252113342
6364,6364,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,18.0,3.0,48000,Ramphastos tucanus,0.9971283078193665
6365,6365,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,21.0,3.0,48000,Ramphastos tucanus,0.9998154044151306
6366,6366,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,24.0,3.0,48000,Ramphastos tucanus,0.9996936321258544
6367,6367,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,27.0,3.0,48000,Ramphastos tucanus,0.9997662901878356
6368,6368,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,30.0,3.0,48000,Ramphastos tucanus,0.9998052716255188
6369,6369,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,33.0,3.0,48000,Ramphastos tucanus,0.9998403787612916
6370,6370,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,36.0,3.0,48000,Ramphastos tucanus,0.9980515241622924
6371,6371,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,39.0,3.0,48000,Ramphastos tucanus,0.9959864020347596
6372,6372,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,42.0,3.0,48000,Ramphastos tucanus,0.9997935891151428
6373,6373,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,45.0,3.0,48000,Ramphastos tucanus,0.997808277606964
6374,6374,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,48.0,3.0,48000,Ramphastos tucanus,0.9997262358665466
6375,6375,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,51.0,3.0,48000,Ramphastos tucanus,0.9981630444526672
6376,6376,./../all_10_species/,XC445696 - White-throated Toucan - Ramphastos tucanus.mp3,57.6,0,54.0,3.0,48000,Ramphastos tucanus,0.9998276233673096
6379,6379,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,6.0,3.0,48000,Celeus grammicus,0.5380417704582214
6384,6384,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,21.0,3.0,48000,Celeus grammicus,0.5141443014144897
6386,6386,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,27.0,3.0,48000,Celeus grammicus,0.7429084777832031
6388,6388,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,33.0,3.0,48000,Celeus grammicus,0.8285948634147644
6392,6392,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,45.0,3.0,48000,Celeus grammicus,0.7492156624794006
6395,6395,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,54.0,3.0,48000,Celeus grammicus,0.5675355792045593
6404,6404,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,81.0,3.0,48000,Celeus grammicus,0.6904758810997009
6405,6405,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,84.0,3.0,48000,Celeus grammicus,0.7541691064834595
6407,6407,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,90.0,3.0,48000,Celeus grammicus,0.9302757382392884
6413,6413,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,108.0,3.0,48000,Celeus grammicus,0.8704818487167358
6414,6414,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,111.0,3.0,48000,Celeus grammicus,0.9730116724967957
6416,6416,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,117.0,3.0,48000,Celeus grammicus,0.9927296042442322
6421,6421,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,132.0,3.0,48000,Celeus grammicus,0.8421493768692017
6422,6422,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,135.0,3.0,48000,Celeus grammicus,0.6451565027236938
6423,6423,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,138.0,3.0,48000,Celeus grammicus,0.6084954142570496
6424,6424,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,141.0,3.0,48000,Celeus grammicus,0.8686134815216064
6426,6426,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,147.0,3.0,48000,Celeus grammicus,0.8957278728485107
6429,6429,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,156.0,3.0,48000,Celeus grammicus,0.9722513556480408
6430,6430,./../all_10_species/,XC148375 - Scaly-breasted Woodpecker - Celeus grammicus.mp3,172.6666875,0,159.0,3.0,48000,Celeus grammicus,0.6157509088516235
6435,6435,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,0.0,3.0,48000,Ramphastos tucanus,0.9448639750480652
6436,6436,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,3.0,3.0,48000,Ramphastos tucanus,0.6269638538360596
6437,6437,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,6.0,3.0,48000,Ramphastos tucanus,0.986078917980194
6438,6438,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,9.0,3.0,48000,Ramphastos tucanus,0.9539009928703308
6439,6439,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,12.0,3.0,48000,Ramphastos tucanus,0.8344462513923645
6440,6440,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,15.0,3.0,48000,Ramphastos tucanus,0.6816220283508301
6441,6441,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,18.0,3.0,48000,Ramphastos tucanus,0.8863826990127563
6442,6442,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,21.0,3.0,48000,Ramphastos tucanus,0.695253312587738
6444,6444,./../all_10_species/,XC113991 - White-throated Toucan - Ramphastos tucanus.mp3,36.6236875,0,27.0,3.0,48000,Ramphastos tucanus,0.7956068515777588
6447,6447,./../all_10_species/,XC216575 - White-throated Toucan - Ramphastos tucanus.mp3,18.005854166666666,0,0.0,3.0,48000,Ramphastos tucanus,0.990406334400177
6448,6448,./../all_10_species/,XC216575 - White-throated Toucan - Ramphastos tucanus.mp3,18.005854166666666,0,3.0,3.0,48000,Ramphastos tucanus,0.9883522391319276
6449,6449,./../all_10_species/,XC216575 - White-throated Toucan - Ramphastos tucanus.mp3,18.005854166666666,0,6.0,3.0,48000,Ramphastos tucanus,0.998278260231018
6450,6450,./../all_10_species/,XC216575 - White-throated Toucan - Ramphastos tucanus.mp3,18.005854166666666,0,9.0,3.0,48000,Ramphastos tucanus,0.9986388087272644
6451,6451,./../all_10_species/,XC216575 - White-throated Toucan - Ramphastos tucanus.mp3,18.005854166666666,0,12.0,3.0,48000,Ramphastos tucanus,0.9935908317565918
6452,6452,./../all_10_species/,XC216575 - White-throated Toucan - Ramphastos tucanus.mp3,18.005854166666666,0,15.0,3.0,48000,Ramphastos tucanus,0.982409119606018
6453,6453,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,0.0,3.0,48000,Zonotrichia capensis,0.9858103394508362
6456,6456,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,9.0,3.0,48000,Zonotrichia capensis,0.9402275681495668
6458,6458,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,15.0,3.0,48000,Zonotrichia capensis,0.9153907895088196
6461,6461,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,24.0,3.0,48000,Zonotrichia capensis,0.9884012937545776
6463,6463,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,30.0,3.0,48000,Zonotrichia capensis,0.9584642052650452
6467,6467,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,42.0,3.0,48000,Zonotrichia capensis,0.9868380427360536
6469,6469,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,48.0,3.0,48000,Zonotrichia capensis,0.918800413608551
6473,6473,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,60.0,3.0,48000,Zonotrichia capensis,0.942758858203888
6476,6476,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,69.0,3.0,48000,Zonotrichia capensis,0.9790894985198976
6479,6479,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,78.0,3.0,48000,Zonotrichia capensis,0.6451982259750366
6481,6481,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,84.0,3.0,48000,Zonotrichia capensis,0.9025903344154358
6482,6482,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,87.0,3.0,48000,Zonotrichia capensis,0.8496733903884888
6485,6485,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,96.0,3.0,48000,Zonotrichia capensis,0.94780296087265
6487,6487,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,102.0,3.0,48000,Zonotrichia capensis,0.9673152565956116
6488,6488,./../all_10_species/,XC445659 - Rufous-collared Sparrow - Zonotrichia capensis.mp3,109.15595833333332,0,105.0,3.0,48000,Zonotrichia capensis,0.9251477718353271
6494,6494,./../all_10_species/,XC493225 - Buff-throated Woodcreeper - Xiphorhynchus guttatus guttatoides.mp3,25.031125,0,15.0,3.0,48000,Glaucidium peruanum,0.6296798586845398
6499,6499,./../all_10_species/,XC232401 - Buff-throated Woodcreeper - Xiphorhynchus guttatus eytoni.mp3,47.8575625,0,6.0,3.0,48000,Xiphorhynchus guttatus,0.8994911909103394
6503,6503,./../all_10_species/,XC232401 - Buff-throated Woodcreeper - Xiphorhynchus guttatus eytoni.mp3,47.8575625,0,18.0,3.0,48000,Xiphorhynchus guttatus,0.8872404098510742
6508,6508,./../all_10_species/,XC232401 - Buff-throated Woodcreeper - Xiphorhynchus guttatus eytoni.mp3,47.8575625,0,33.0,3.0,48000,Xiphorhynchus guttatus,0.702017605304718
6511,6511,./../all_10_species/,XC232401 - Buff-throated Woodcreeper - Xiphorhynchus guttatus eytoni.mp3,47.8575625,0,42.0,3.0,48000,Xiphorhynchus guttatus,0.6966918706893921
6512,6512,./../all_10_species/,XC232401 - Buff-throated Woodcreeper - Xiphorhynchus guttatus eytoni.mp3,47.8575625,0,45.0,3.0,48000,Xiphorhynchus guttatus,0.7587990164756775
6563,6563,./../all_10_species/,XC430771 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3,182.9268125,0,150.0,3.0,48000,Celeus grammicus,0.5666722655296326
6566,6566,./../all_10_species/,XC430771 - Scaly-breasted Woodpecker - Celeus grammicus verreauxii.mp3,182.9268125,0,159.0,3.0,48000,Celeus grammicus,0.6958006024360657
6578,6578,./../all_10_species/,XC22415 - White-throated Toucan - Ramphastos tucanus tucanus.mp3,59.592,0,0.0,3.0,48000,Ramphastos tucanus,0.9900833368301392
6579,6579,./../all_10_species/,XC22415 - White-throated Toucan - Ramphastos tucanus tucanus.mp3,59.592,0,3.0,3.0,48000,Ramphastos tucanus,0.9997568726539612
