,Unnamed: 0,FOLDER,IN FILE,CLIP LENGTH,CHANNEL,OFFSET,DURATION,SAMPLE RATE,MANUAL ID,CONFIDENCE
2969,229,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,27.0,3.0,48000,Bathmocercus rufus,0.1289323270320892
2970,230,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,30.0,3.0,48000,Euphonia concinna,0.0172377601265907
2971,231,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,33.0,3.0,48000,Pyrrhura picta,0.0067829890176653
2972,232,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,36.0,3.0,48000,Hypocnemis peruviana,0.138122022151947
2973,233,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,39.0,3.0,48000,Crypturellus undulatus,0.1564578115940094
2974,234,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,42.0,3.0,48000,Hypocnemis peruviana,0.0799151137471199
2975,235,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,45.0,3.0,48000,Certhia familiaris,0.0139569640159606
2976,236,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,48.0,3.0,48000,Hypocnemis peruviana,0.1612506359815597
2977,237,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,51.0,3.0,48000,Sciaphylax hemimelaena,0.0116044357419013
2978,238,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,54.0,3.0,48000,Crypturellus undulatus,0.1678408533334732
2979,239,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190624_103000.WAV,60.0,0,57.0,3.0,48000,Hemitriccus inornatus,0.0131864240393042
2980,240,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,0.0,3.0,48000,Tachyeres brachypterus,0.1000812426209449
2981,241,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,3.0,3.0,48000,Ptilinopus iozonus,0.0105923200026154
2982,242,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,6.0,3.0,48000,Tachyeres brachypterus,0.1520206034183502
2983,243,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,9.0,3.0,48000,Cephalopterus penduliger,0.0094814226031303
2984,244,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,12.0,3.0,48000,Ducula perspicillata,0.0193165205419063
2985,245,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,15.0,3.0,48000,Sporophila palustris,0.0466773174703121
2986,246,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,18.0,3.0,48000,Cephalopterus penduliger,0.0074019064195454
2987,247,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,21.0,3.0,48000,Cephalopterus penduliger,0.0144114028662443
2988,248,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,24.0,3.0,48000,Tachyeres brachypterus,0.0850904881954193
2989,249,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,27.0,3.0,48000,Sporophila palustris,0.0190814677625894
2990,250,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,30.0,3.0,48000,Sporophila palustris,0.0193046201020479
2991,251,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,33.0,3.0,48000,Tachyeres brachypterus,0.1078343763947486
2992,252,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,36.0,3.0,48000,Caprimulgus climacurus,0.0148847503587603
2993,253,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,39.0,3.0,48000,Sporophila palustris,0.0198684725910425
2994,254,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,42.0,3.0,48000,Cephalopterus penduliger,0.0210337992757558
2995,255,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,45.0,3.0,48000,Ducula basilica,0.0446838699281215
2996,256,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,48.0,3.0,48000,Tachyeres brachypterus,0.1672849655151367
2997,257,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,51.0,3.0,48000,Ducula basilica,0.0134354010224342
2998,258,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,54.0,3.0,48000,Sporophila palustris,0.080204389989376
2999,259,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190614_174000.WAV,60.0,0,57.0,3.0,48000,Phaenicophaeus tristis,0.0254438016563653
3000,260,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,0.0,3.0,48000,Ninox japonica,0.0375267416238784
3001,261,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,3.0,3.0,48000,Ninox japonica,0.0206093974411487
3002,262,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,6.0,3.0,48000,Ninox japonica,0.051007654517889
3003,263,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,9.0,3.0,48000,Macrosphenus concolor,0.0262213591486215
3004,264,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,12.0,3.0,48000,Ninox japonica,0.0314247757196426
3005,265,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,15.0,3.0,48000,Halcyon badia,0.0333985276520252
3006,266,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,18.0,3.0,48000,Halcyon badia,0.0340730473399162
3007,267,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,21.0,3.0,48000,Halcyon badia,0.0208175648003816
3008,268,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,24.0,3.0,48000,Halcyon badia,0.0363161712884902
3009,269,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,27.0,3.0,48000,Halcyon badia,0.027596591040492
3010,270,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,30.0,3.0,48000,Halcyon badia,0.039790354669094
3011,271,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,33.0,3.0,48000,Halcyon badia,0.0176077857613563
3012,272,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,36.0,3.0,48000,Megascops cooperi,0.0355176329612731
3013,273,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,39.0,3.0,48000,Megascops cooperi,0.0220111291855573
3014,274,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,42.0,3.0,48000,Halcyon badia,0.0224499702453613
3015,275,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,45.0,3.0,48000,Halcyon badia,0.0387694984674453
3016,276,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,48.0,3.0,48000,Ninox japonica,0.0511592179536819
3017,277,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,51.0,3.0,48000,Illadopsis puveli,0.0242541767656803
3018,278,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,54.0,3.0,48000,Ninox japonica,0.0328032933175563
3019,279,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_172000.WAV,60.0,0,57.0,3.0,48000,Halcyon badia,0.0213896390050649
3020,280,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,0.0,3.0,48000,Lophostrix cristata,0.216275155544281
3021,281,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,3.0,3.0,48000,Lophostrix cristata,0.2729975879192352
3022,282,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,6.0,3.0,48000,Lophostrix cristata,0.1073838993906974
3023,283,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,9.0,3.0,48000,Lophostrix cristata,0.3956871032714844
3024,284,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,12.0,3.0,48000,Lophostrix cristata,0.2448911964893341
3025,285,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,15.0,3.0,48000,Lophostrix cristata,0.7690622210502625
3026,286,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,18.0,3.0,48000,Lophostrix cristata,0.2224594056606292
3027,287,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,21.0,3.0,48000,Lophostrix cristata,0.5719597935676575
3028,288,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,24.0,3.0,48000,Lophostrix cristata,0.2913568913936615
3029,289,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,27.0,3.0,48000,Lophostrix cristata,0.3724609911441803
3030,290,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,30.0,3.0,48000,Lophostrix cristata,0.1249912977218627
3031,291,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,33.0,3.0,48000,Lophostrix cristata,0.5575361847877502
3032,292,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,36.0,3.0,48000,Lophostrix cristata,0.0890388041734695
3033,293,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,39.0,3.0,48000,Lophostrix cristata,0.6017486453056335
3034,294,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,42.0,3.0,48000,Megascops centralis,0.0691705793142318
3035,295,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,45.0,3.0,48000,Lophostrix cristata,0.1077107191085815
3036,296,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,48.0,3.0,48000,Lophostrix cristata,0.0733920410275459
3037,297,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,51.0,3.0,48000,Megascops centralis,0.1099198162555694
3038,298,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,54.0,3.0,48000,Lophostrix cristata,0.2365012913942337
3039,299,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190619_132000.WAV,60.0,0,57.0,3.0,48000,Lophostrix cristata,0.3311685621738434
3040,300,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,0.0,3.0,48000,Batrachostomus septimus,0.0125065250322222
3041,301,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,3.0,3.0,48000,Yungipicus maculatus,0.0112391868606209
3042,302,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,6.0,3.0,48000,Zosterops atriceps,0.0215659029781818
3043,303,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,9.0,3.0,48000,Zosterops atriceps,0.0090009057894349
3044,304,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,12.0,3.0,48000,Batrachostomus septimus,0.018054848536849
3045,305,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,15.0,3.0,48000,Yungipicus maculatus,0.0063937623053789
3046,306,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,18.0,3.0,48000,Batrachostomus septimus,0.0111696906387805
3047,307,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,21.0,3.0,48000,Ducula basilica,0.0157815013080835
3048,308,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,24.0,3.0,48000,Zosterops atriceps,0.0219375845044851
3049,309,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,27.0,3.0,48000,Zosterops atriceps,0.0076691699214279
3050,310,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,30.0,3.0,48000,Locustella luscinioides,0.0181635785847902
3051,311,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,33.0,3.0,48000,Ninox japonica,0.0071219177916646
3052,312,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,36.0,3.0,48000,Ducula basilica,0.0098908888176083
3053,313,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,39.0,3.0,48000,Ducula basilica,0.0068212021142244
3054,314,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,42.0,3.0,48000,Macrosphenus concolor,0.0057699959725141
3055,315,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,45.0,3.0,48000,Lophotriccus vitiosus,0.0914464220404625
3056,316,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,48.0,3.0,48000,Pyrrhura rupicola,0.0161441229283809
3057,317,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,51.0,3.0,48000,Brotogeris cyanoptera,0.1965671181678772
3058,318,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,54.0,3.0,48000,Turdus lawrencii,0.0165634974837303
3059,319,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190622_110000.WAV,60.0,0,57.0,3.0,48000,Brotogeris cyanoptera,0.0943947806954383
3060,320,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,0.0,3.0,48000,Yungipicus maculatus,0.0409142449498176
3061,321,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,3.0,3.0,48000,Threnetes ruckeri,0.1224183142185211
3062,322,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,6.0,3.0,48000,Ocreatus underwoodii,0.0346539802849292
3063,323,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,9.0,3.0,48000,Calyptophilus frugivorus,0.0253335479646921
3064,324,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,12.0,3.0,48000,Phaethornis ruber,0.6100479364395142
3065,325,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,15.0,3.0,48000,Phaethornis ruber,0.2949035167694092
3066,326,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,18.0,3.0,48000,Phaethornis ruber,0.925772190093994
3067,327,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,21.0,3.0,48000,Margarornis stellatus,0.0392765589058399
3068,328,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,24.0,3.0,48000,Amazilia yucatanensis,0.0198016222566366
3069,329,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,27.0,3.0,48000,Yungipicus maculatus,0.020565927028656
3070,330,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,30.0,3.0,48000,Lophotriccus galeatus,0.1216403990983963
3071,331,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,33.0,3.0,48000,Phaethornis ruber,0.4109296500682831
3072,332,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,36.0,3.0,48000,Phaethornis ruber,0.7246652841567993
3073,333,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,39.0,3.0,48000,Phaethornis ruber,0.0525938235223293
3074,334,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,42.0,3.0,48000,Phaethornis ruber,0.1363430023193359
3075,335,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,45.0,3.0,48000,Yungipicus maculatus,0.1826542168855667
3076,336,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,48.0,3.0,48000,Charmosyna margarethae,0.0294115506112575
3077,337,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,51.0,3.0,48000,Psilopogon pyrolophus,0.0825229436159133
3078,338,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,54.0,3.0,48000,Pyrrhura melanura,0.1846756488084793
3079,339,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190621_173000.WAV,60.0,0,57.0,3.0,48000,Aratinga auricapillus,0.2828820049762726
3080,340,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,0.0,3.0,48000,Aegolius acadicus,0.0374144800007343
3081,341,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,3.0,3.0,48000,Crypturellus undulatus,0.719565212726593
3082,342,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,6.0,3.0,48000,Pseudastur albicollis,0.0103645613417029
3083,343,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,9.0,3.0,48000,Regulus ignicapilla,0.0371312052011489
3084,344,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,12.0,3.0,48000,Crypturellus undulatus,0.0289931595325469
3085,345,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,15.0,3.0,48000,Regulus ignicapilla,0.039042480289936
3086,346,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,18.0,3.0,48000,Ptilinopus occipitalis,0.0164791867136955
3087,347,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,21.0,3.0,48000,Ptilinopus occipitalis,0.2576687633991241
3088,348,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,24.0,3.0,48000,Crypturellus undulatus,0.3798400461673736
3089,349,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,27.0,3.0,48000,Crypturellus undulatus,0.0973022803664207
3090,350,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,30.0,3.0,48000,Regulus ignicapilla,0.2204031646251678
3091,351,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,33.0,3.0,48000,Hemitriccus inornatus,0.0343177914619445
3092,352,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,36.0,3.0,48000,Ptilinopus occipitalis,0.0545930601656436
3093,353,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,39.0,3.0,48000,Regulus ignicapilla,0.0225567445158958
3094,354,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,42.0,3.0,48000,Regulus ignicapilla,0.0362587533891201
3095,355,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,45.0,3.0,48000,Crypturellus undulatus,0.7478634119033813
3096,356,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,48.0,3.0,48000,Otus scops,0.0433763153851032
3097,357,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,51.0,3.0,48000,Arborophila torqueola,0.1462179571390152
3098,358,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,54.0,3.0,48000,Aegolius acadicus,0.0123103894293308
3099,359,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190626_131000.WAV,60.0,0,57.0,3.0,48000,Ptilinopus occipitalis,0.0078871771693229
3100,360,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,0.0,3.0,48000,Crypturellus undulatus,0.152347981929779
3101,361,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,3.0,3.0,48000,Amazona farinosa,0.0723611488938331
3102,362,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,6.0,3.0,48000,Centropus celebensis,0.0759303867816925
3103,363,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,9.0,3.0,48000,Crypturellus undulatus,0.0785268917679786
3104,364,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,12.0,3.0,48000,Amazona farinosa,0.2210128009319305
3105,365,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,15.0,3.0,48000,Amazona farinosa,0.1954937577247619
3106,366,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,18.0,3.0,48000,Odontophorus stellatus,0.1164908409118652
3107,367,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,21.0,3.0,48000,Formicarius analis,0.9947351217269896
3108,368,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,24.0,3.0,48000,Formicarius analis,0.788138210773468
3109,369,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,27.0,3.0,48000,Nyctibius leucopterus,0.008550408296287
3110,370,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,30.0,3.0,48000,Alethe castanea,0.036238070577383
3111,371,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,33.0,3.0,48000,Crypturellus undulatus,0.085556611418724
3112,372,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,36.0,3.0,48000,Crypturellus undulatus,0.3870613873004913
3113,373,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,39.0,3.0,48000,Crypturellus undulatus,0.0553388893604278
3114,374,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,42.0,3.0,48000,Centropus celebensis,0.0692883357405662
3115,375,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,45.0,3.0,48000,Polyplectron schleiermacheri,0.114444300532341
3116,376,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,48.0,3.0,48000,Alethe castanea,0.0945006310939788
3117,377,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,51.0,3.0,48000,Phodilus assimilis,0.1354584395885467
3118,378,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,54.0,3.0,48000,Tinamus major,0.2288595288991928
3119,379,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190628_062000.WAV,60.0,0,57.0,3.0,48000,Alethe castanea,0.1812756061553955
3120,380,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,0.0,3.0,48000,Ixonotus guttatus,0.02548698335886
3121,381,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,3.0,3.0,48000,Ixonotus guttatus,0.0169343035668134
3122,382,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,6.0,3.0,48000,Tangara chilensis,0.0333326905965805
3123,383,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,9.0,3.0,48000,Chlorophanes spiza,0.0599093735218048
3124,384,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,12.0,3.0,48000,Chlorophanes spiza,0.0351710431277751
3125,385,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,15.0,3.0,48000,Tangara chilensis,0.0715383887290954
3126,386,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,18.0,3.0,48000,Ixonotus guttatus,0.0511458255350589
3127,387,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,21.0,3.0,48000,Oriolus crassirostris,0.0397794842720031
3128,388,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,24.0,3.0,48000,Ixonotus guttatus,0.0610414929687976
3129,389,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,27.0,3.0,48000,Oriolus crassirostris,0.0178147573024034
3130,390,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,30.0,3.0,48000,Lanio fulvus,0.2972453832626343
3131,391,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,33.0,3.0,48000,Lanio versicolor,0.0698678195476532
3132,392,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,36.0,3.0,48000,Microbates cinereiventris,0.0156997367739677
3133,393,./../Stratified_Random_Sample_Peru2019_Subset/AM16_samples/,20190616_100000.WAV,60.0,0,39.0,3.0,48000,Myrmophylax atrothorax,0.0403727628290653
