Folder,Clip,Bird(s)?
AM6_samples_split,20190704_160000_14.WAV,n
AM6_samples_split,20190611_230000_19.WAV,y
AM6_samples_split,20190623_175000_13.WAV,n
AM6_samples_split,20190625_042000_15.WAV,n
AM6_samples_split,20190705_000000_6.WAV,n
AM6_samples_split,20190616_232000_9.WAV,y
AM6_samples_split,20190625_042000_13.WAV,n
AM6_samples_split,20190625_024000_10.WAV,n
AM6_samples_split,20190612_013000_18.WAV,y
AM6_samples_split,20190614_034000_14.WAV,y
AM6_samples_split,20190630_214000_11.WAV,y
AM6_samples_split,20190611_053000_8.WAV,n
AM6_samples_split,20190619_074000_13.WAV,n
AM6_samples_split,20190619_014000_13.WAV,n
AM6_samples_split,20190704_160000_5.WAV,n
AM6_samples_split,20190616_232000_10.WAV,y
AM6_samples_split,20190617_165000_6.WAV,y
AM16_samples_split,20190622_110000_6.WAV,n
AM16_samples_split,20190620_194000_1.WAV,y
AM16_samples_split,20190622_110000_16.WAV,y
AM16_samples_split,20190613_141000_17.WAV,y
AM16_samples_split,20190630_121000_18.WAV,y
AM16_samples_split,20190617_031000_12.WAV,n
AM16_samples_split,20190622_150000_3.WAV,y
AM16_samples_split,20190622_150000_10.WAV,y
AM16_samples_split,20190613_011000_9.WAV,y
AM16_samples_split,20190622_172000_3.WAV,y
AM16_samples_split,20190621_173000_17.WAV,y
AM16_samples_split,20190628_062000_14.WAV,y
AM16_samples_split,20190627_125000_13.WAV,n
AM16_samples_split,20190630_121000_8.WAV,y
AM16_samples_split,20190630_035000_13.WAV,y
AM16_samples_split,20190628_062000_15.WAV,y
AM16_samples_split,20190628_062000_16.WAV,y
AM16_samples_split,20190619_132000_7.WAV,y
AM16_samples_split,20190619_132000_13.WAV,y
AM16_samples_split,20190622_025000_9.WAV,n
AM16_samples_split,20190630_035000_19.WAV,y
AM16_samples_split,20190626_131000_0.WAV,y
AM16_samples_split,20190620_194000_11.WAV,y
AM16_samples_split,20190616_100000_6.WAV,y
AM16_samples_split,20190622_053000_2.WAV,y
AM16_samples_split,20190622_025000_18.WAV,y
AM16_samples_split,20190621_173000_11.WAV,y
AM16_samples_split,20190621_173000_16.WAV,y
AM16_samples_split,20190618_194000_8.WAV,y
AM16_samples_split,20190616_100000_15.WAV,y
AM16_samples_split,20190617_031000_5.WAV,y
AM16_samples_split,20190622_053000_10.WAV,y
AM16_samples_split,20190624_120000_2.WAV,y
AM16_samples_split,20190630_035000_2.WAV,y
AM16_samples_split,20190614_174000_12.WAV,n
AM16_samples_split,20190622_025000_19.WAV,y
AM16_samples_split,20190622_025000_7.WAV,y
AM16_samples_split,20190616_100000_9.WAV,y
AM16_samples_split,20190622_053000_17.WAV,y
AM16_samples_split,20190630_121000_13.WAV,y
AM16_samples_split,20190627_125000_2.WAV,n
AM16_samples_split,20190617_031000_19.WAV,n
AM16_samples_split,20190613_141000_2.WAV,y
AM16_samples_split,20190630_121000_16.WAV,y
AM16_samples_split,20190622_150000_4.WAV,y
AM16_samples_split,20190626_131000_12.WAV,y
AM16_samples_split,20190620_194000_18.WAV,n
AM16_samples_split,20190622_110000_4.WAV,n
AM16_samples_split,20190630_121000_3.WAV,y
AM16_samples_split,20190622_053000_7.WAV,y
AM16_samples_split,20190618_194000_0.WAV,y
AM16_samples_split,20190624_103000_3.WAV,y
AM16_samples_split,20190626_131000_14.WAV,y
AM16_samples_split,20190616_100000_3.WAV,y
AM16_samples_split,20190617_031000_8.WAV,n
AM16_samples_split,20190621_173000_9.WAV,y
AM16_samples_split,20190624_120000_7.WAV,y
AM16_samples_split,20190622_053000_13.WAV,y
AM16_samples_split,20190629_150000_12.WAV,y
AM16_samples_split,20190622_150000_11.WAV,y
AM16_samples_split,20190624_120000_1.WAV,y
AM16_samples_split,20190624_103000_16.WAV,y
AM16_samples_split,20190629_150000_6.WAV,n
AM16_samples_split,20190622_053000_19.WAV,y
AM16_samples_split,20190621_173000_3.WAV,n
AM16_samples_split,20190622_053000_1.WAV,y
AM16_samples_split,20190624_103000_5.WAV,y
AM16_samples_split,20190622_025000_17.WAV,y
AM16_samples_split,20190619_132000_3.WAV,n
AM16_samples_split,20190624_103000_7.WAV,y
AM16_samples_split,20190613_141000_13.WAV,y
AM16_samples_split,20190618_194000_6.WAV,y
AM16_samples_split,20190617_031000_4.WAV,y
AM16_samples_split,20190628_062000_17.WAV,y
AM16_samples_split,20190624_103000_4.WAV,y
AM16_samples_split,20190628_062000_2.WAV,y
AM16_samples_split,20190630_035000_17.WAV,y
AM16_samples_split,20190616_100000_12.WAV,y
AM16_samples_split,20190624_120000_15.WAV,n
AM16_samples_split,20190620_194000_2.WAV,y
AM16_samples_split,20190626_131000_4.WAV,y
AM16_samples_split,20190622_110000_2.WAV,n
AM16_samples_split,20190630_121000_15.WAV,y
AM16_samples_split,20190627_125000_6.WAV,y
AM16_samples_split,20190619_132000_0.WAV,n
AM16_samples_split,20190614_174000_19.WAV,n
AM16_samples_split,20190620_194000_15.WAV,y
AM16_samples_split,20190626_131000_8.WAV,y
AM16_samples_split,20190628_062000_10.WAV,y
AM16_samples_split,20190622_172000_1.WAV,y
AM16_samples_split,20190630_035000_6.WAV,y
AM16_samples_split,20190622_110000_10.WAV,n
AM16_samples_split,20190624_103000_18.WAV,y
AM16_samples_split,20190630_035000_4.WAV,y
AM16_samples_split,20190622_172000_0.WAV,n
AM16_samples_split,20190620_194000_4.WAV,n
AM16_samples_split,20190630_121000_6.WAV,y
AM16_samples_split,20190622_150000_6.WAV,y
AM16_samples_split,20190626_131000_10.WAV,n
AM16_samples_split,20190629_150000_4.WAV,n
AM16_samples_split,20190617_031000_3.WAV,y
AM16_samples_split,20190617_031000_16.WAV,y
AM16_samples_split,20190613_141000_4.WAV,y
AM16_samples_split,20190626_131000_19.WAV,y
AM16_samples_split,20190618_194000_10.WAV,y
AM16_samples_split,20190628_062000_19.WAV,y
AM16_samples_split,20190630_035000_11.WAV,y
AM16_samples_split,20190622_053000_9.WAV,y
AM16_samples_split,20190618_194000_9.WAV,y
AM16_samples_split,20190626_131000_13.WAV,y
AM16_samples_split,20190627_125000_0.WAV,n
AM16_samples_split,20190627_125000_10.WAV,n
AM16_samples_split,20190630_035000_0.WAV,y
AM16_samples_split,20190622_150000_1.WAV,y
AM16_samples_split,20190613_141000_11.WAV,y
AM16_samples_split,20190622_172000_5.WAV,n
AM16_samples_split,20190614_174000_7.WAV,n
AM16_samples_split,20190614_174000_15.WAV,n
AM16_samples_split,20190613_011000_0.WAV,y
AM16_samples_split,20190630_121000_2.WAV,n
AM16_samples_split,20190621_173000_14.WAV,y
AM16_samples_split,20190619_132000_10.WAV,y
AM16_samples_split,20190630_121000_17.WAV,y
AM16_samples_split,20190616_100000_13.WAV,y
AM16_samples_split,20190622_150000_12.WAV,y
AM16_samples_split,20190622_172000_9.WAV,y
AM16_samples_split,20190622_172000_15.WAV,y
AM16_samples_split,20190628_062000_1.WAV,y
AM16_samples_split,20190628_062000_12.WAV,y
AM16_samples_split,20190622_110000_12.WAV,n
AM16_samples_split,20190628_062000_4.WAV,y
AM16_samples_split,20190630_121000_1.WAV,y
AM16_samples_split,20190622_110000_15.WAV,y
AM16_samples_split,20190614_174000_0.WAV,n
AM16_samples_split,20190613_011000_12.WAV,y
AM16_samples_split,20190618_194000_16.WAV,y
AM16_samples_split,20190617_031000_6.WAV,n
AM16_samples_split,20190618_194000_3.WAV,y
AM16_samples_split,20190616_100000_19.WAV,y
AM16_samples_split,20190626_131000_1.WAV,y
AM16_samples_split,20190619_132000_4.WAV,y
AM16_samples_split,20190622_110000_5.WAV,n
AM16_samples_split,20190629_150000_3.WAV,n
AM16_samples_split,20190630_121000_7.WAV,y
AM16_samples_split,20190624_120000_18.WAV,y
AM16_samples_split,20190618_194000_13.WAV,y
AM16_samples_split,20190626_131000_6.WAV,y
AM16_samples_split,20190629_150000_0.WAV,n
AM16_samples_split,20190621_173000_10.WAV,y
AM16_samples_split,20190624_103000_10.WAV,y
AM16_samples_split,20190616_100000_0.WAV,y
AM16_samples_split,20190621_173000_5.WAV,y
AM16_samples_split,20190622_110000_0.WAV,n
AM16_samples_split,20190613_011000_10.WAV,y
AM16_samples_split,20190619_132000_19.WAV,y
AM16_samples_split,20190613_141000_0.WAV,y
AM16_samples_split,20190614_174000_17.WAV,n
AM16_samples_split,20190613_011000_11.WAV,y
AM16_samples_split,20190616_100000_1.WAV,y
AM16_samples_split,20190622_110000_7.WAV,n
AM16_samples_split,20190614_174000_14.WAV,n
AM16_samples_split,20190622_172000_6.WAV,y
AM16_samples_split,20190613_011000_16.WAV,n
AM16_samples_split,20190617_031000_13.WAV,n
AM16_samples_split,20190622_110000_1.WAV,n
AM16_samples_split,20190619_132000_6.WAV,y
AM16_samples_split,20190616_100000_10.WAV,y
AM16_samples_split,20190626_131000_17.WAV,y
AM16_samples_split,20190627_125000_19.WAV,n
AM16_samples_split,20190622_053000_16.WAV,y
AM16_samples_split,20190622_025000_1.WAV,n
AM16_samples_split,20190624_120000_5.WAV,y
AM16_samples_split,20190622_172000_16.WAV,n
AM16_samples_split,20190624_120000_6.WAV,y
AM16_samples_split,20190613_011000_18.WAV,y
AM16_samples_split,20190622_053000_3.WAV,y
AM16_samples_split,20190620_194000_6.WAV,y
AM16_samples_split,20190616_100000_4.WAV,y
AM16_samples_split,20190613_141000_3.WAV,y
AM16_samples_split,20190624_103000_6.WAV,y
AM16_samples_split,20190624_103000_9.WAV,y
AM16_samples_split,20190613_141000_14.WAV,n
AM16_samples_split,20190616_100000_5.WAV,y
AM16_samples_split,20190622_110000_14.WAV,n
AM16_samples_split,20190618_194000_11.WAV,y
AM16_samples_split,20190621_173000_4.WAV,y
AM16_samples_split,20190622_025000_8.WAV,y
AM16_samples_split,20190621_173000_2.WAV,y
AM16_samples_split,20190617_031000_17.WAV,y
AM16_samples_split,20190614_174000_4.WAV,n
AM16_samples_split,20190622_172000_11.WAV,y
AM16_samples_split,20190622_110000_13.WAV,n
AM16_samples_split,20190621_173000_13.WAV,y
AM16_samples_split,20190630_035000_14.WAV,y
AM16_samples_split,20190622_150000_18.WAV,y
AM16_samples_split,20190624_103000_19.WAV,y
AM16_samples_split,20190620_194000_9.WAV,n
AM16_samples_split,20190630_035000_5.WAV,y
AM16_samples_split,20190630_121000_10.WAV,y
AM16_samples_split,20190620_194000_12.WAV,y
AM16_samples_split,20190613_141000_1.WAV,n
AM16_samples_split,20190620_194000_0.WAV,y
AM16_samples_split,20190629_150000_15.WAV,y
AM16_samples_split,20190626_131000_7.WAV,y
AM16_samples_split,20190622_053000_8.WAV,y
AM16_samples_split,20190613_141000_10.WAV,y
AM16_samples_split,20190629_150000_13.WAV,y
AM16_samples_split,20190622_025000_11.WAV,y
AM16_samples_split,20190613_011000_14.WAV,y
AM16_samples_split,20190622_110000_19.WAV,y
AM16_samples_split,20190626_131000_9.WAV,y
AM16_samples_split,20190622_053000_14.WAV,y
AM16_samples_split,20190621_173000_1.WAV,y
AM16_samples_split,20190630_121000_5.WAV,y
AM16_samples_split,20190629_150000_17.WAV,y
AM16_samples_split,20190613_141000_18.WAV,y
AM16_samples_split,20190622_172000_4.WAV,n
AM16_samples_split,20190619_132000_16.WAV,n
AM16_samples_split,20190621_173000_0.WAV,y
AM16_samples_split,20190618_194000_19.WAV,y
AM16_samples_split,20190624_103000_14.WAV,y
AM16_samples_split,20190613_011000_5.WAV,y
AM16_samples_split,20190622_053000_12.WAV,y
AM16_samples_split,20190628_062000_5.WAV,y
AM16_samples_split,20190619_132000_17.WAV,n
AM16_samples_split,20190622_150000_0.WAV,y
AM16_samples_split,20190614_174000_11.WAV,n
AM16_samples_split,20190617_031000_18.WAV,n
AM16_samples_split,20190613_011000_13.WAV,y
AM16_samples_split,20190620_194000_17.WAV,n
AM16_samples_split,20190619_132000_12.WAV,y
AM16_samples_split,20190630_035000_7.WAV,y
AM16_samples_split,20190628_062000_7.WAV,y
AM16_samples_split,20190619_132000_11.WAV,y
AM16_samples_split,20190614_174000_9.WAV,n
AM16_samples_split,20190629_150000_18.WAV,y
AM16_samples_split,20190616_100000_14.WAV,y
AM16_samples_split,20190622_053000_11.WAV,y
AM16_samples_split,20190614_174000_13.WAV,n
AM16_samples_split,20190618_194000_14.WAV,y
AM16_samples_split,20190619_132000_5.WAV,y
AM16_samples_split,20190620_194000_19.WAV,n
AM16_samples_split,20190616_100000_2.WAV,y
AM16_samples_split,20190622_150000_9.WAV,n
AM16_samples_split,20190621_173000_6.WAV,y
AM16_samples_split,20190622_150000_7.WAV,y
AM16_samples_split,20190624_120000_17.WAV,y
AM16_samples_split,20190627_125000_5.WAV,n
AM16_samples_split,20190624_120000_19.WAV,y
AM16_samples_split,20190629_150000_9.WAV,n
AM16_samples_split,20190620_194000_10.WAV,y
AM16_samples_split,20190622_150000_17.WAV,y
AM16_samples_split,20190613_011000_2.WAV,y
AM16_samples_split,20190622_150000_2.WAV,y
AM16_samples_split,20190613_141000_19.WAV,y
AM16_samples_split,20190622_025000_2.WAV,y
AM16_samples_split,20190622_172000_10.WAV,n
AM16_samples_split,20190624_120000_9.WAV,y
AM16_samples_split,20190628_062000_18.WAV,y
AM16_samples_split,20190624_103000_11.WAV,y
AM16_samples_split,20190630_035000_3.WAV,y
AM16_samples_split,20190630_121000_12.WAV,y
AM16_samples_split,20190618_194000_7.WAV,y
AM16_samples_split,20190620_194000_14.WAV,y
AM16_samples_split,20190630_035000_16.WAV,y
AM16_samples_split,20190620_194000_7.WAV,y
AM16_samples_split,20190622_025000_16.WAV,y
AM16_samples_split,20190622_025000_0.WAV,n
AM16_samples_split,20190614_174000_16.WAV,n
AM16_samples_split,20190621_173000_19.WAV,y
AM16_samples_split,20190622_172000_18.WAV,y
AM16_samples_split,20190622_110000_8.WAV,n
AM16_samples_split,20190628_062000_8.WAV,y
AM16_samples_split,20190624_120000_12.WAV,n
AM16_samples_split,20190629_150000_10.WAV,n
AM16_samples_split,20190624_120000_16.WAV,y
AM16_samples_split,20190624_120000_0.WAV,y
AM16_samples_split,20190621_173000_15.WAV,y
AM16_samples_split,20190622_172000_2.WAV,n
AM16_samples_split,20190622_110000_9.WAV,n
AM16_samples_split,20190613_141000_6.WAV,y
AM16_samples_split,20190630_035000_1.WAV,y
AM16_samples_split,20190630_035000_9.WAV,y
AM16_samples_split,20190616_100000_7.WAV,y
AM16_samples_split,20190613_011000_19.WAV,y
AM16_samples_split,20190624_120000_3.WAV,y
AM16_samples_split,20190622_025000_6.WAV,y
AM16_samples_split,20190617_031000_14.WAV,y
AM16_samples_split,20190613_011000_15.WAV,y
AM16_samples_split,20190613_011000_4.WAV,n
AM16_samples_split,20190626_131000_18.WAV,y
AM16_samples_split,20190627_125000_8.WAV,n
AM16_samples_split,20190630_121000_19.WAV,y
AM16_samples_split,20190622_110000_11.WAV,n
AM16_samples_split,20190617_031000_2.WAV,y
AM16_samples_split,20190614_174000_10.WAV,n
AM16_samples_split,20190618_194000_5.WAV,y
AM16_samples_split,20190628_062000_3.WAV,y
AM16_samples_split,20190628_062000_0.WAV,y
AM16_samples_split,20190627_125000_15.WAV,n
AM16_samples_split,20190617_031000_9.WAV,n
AM16_samples_split,20190630_035000_18.WAV,y
AM16_samples_split,20190622_172000_7.WAV,n
AM16_samples_split,20190622_053000_5.WAV,y
AM16_samples_split,20190622_150000_19.WAV,y
AM16_samples_split,20190619_132000_18.WAV,n
AM16_samples_split,20190627_125000_7.WAV,n
AM16_samples_split,20190622_053000_15.WAV,y
AM16_samples_split,20190618_194000_15.WAV,y
AM16_samples_split,20190622_172000_8.WAV,n
AM16_samples_split,20190613_141000_15.WAV,y
AM16_samples_split,20190624_103000_12.WAV,y
AM16_samples_split,20190627_125000_3.WAV,n
AM16_samples_split,20190624_120000_8.WAV,n
AM16_samples_split,20190629_150000_8.WAV,n
AM16_samples_split,20190630_035000_8.WAV,y
AM16_samples_split,20190622_025000_15.WAV,y
AM16_samples_split,20190613_141000_12.WAV,y
AM16_samples_split,20190627_125000_9.WAV,n
AM16_samples_split,20190619_132000_2.WAV,n
AM16_samples_split,20190619_132000_15.WAV,n
AM16_samples_split,20190613_141000_9.WAV,y
AM16_samples_split,20190614_174000_6.WAV,n
AM16_samples_split,20190614_174000_5.WAV,n
AM16_samples_split,20190621_173000_12.WAV,y
AM16_samples_split,20190619_132000_14.WAV,n
AM16_samples_split,20190620_194000_5.WAV,n
AM16_samples_split,20190629_150000_19.WAV,y
AM16_samples_split,20190622_150000_8.WAV,y
AM16_samples_split,20190627_125000_14.WAV,n
AM16_samples_split,20190618_194000_2.WAV,y
AM16_samples_split,20190613_011000_1.WAV,y
AM16_samples_split,20190630_121000_11.WAV,y
AM16_samples_split,20190626_131000_2.WAV,n
AM16_samples_split,20190622_053000_18.WAV,y
AM16_samples_split,20190630_121000_9.WAV,y
AM16_samples_split,20190622_053000_6.WAV,y
AM16_samples_split,20190629_150000_14.WAV,n
AM16_samples_split,20190614_174000_8.WAV,n
AM16_samples_split,20190622_025000_3.WAV,y
AM16_samples_split,20190622_150000_16.WAV,y
AM16_samples_split,20190624_120000_14.WAV,n
AM16_samples_split,20190630_121000_0.WAV,y
AM16_samples_split,20190624_120000_10.WAV,y
AM16_samples_split,20190621_173000_7.WAV,y
AM16_samples_split,20190624_103000_17.WAV,y
AM16_samples_split,20190628_062000_13.WAV,y
AM16_samples_split,20190630_035000_12.WAV,y
AM16_samples_split,20190626_131000_3.WAV,y
AM16_samples_split,20190613_011000_17.WAV,y
AM16_samples_split,20190627_125000_16.WAV,y
AM16_samples_split,20190613_011000_6.WAV,y
AM16_samples_split,20190616_100000_11.WAV,y
AM16_samples_split,20190613_141000_5.WAV,y
AM16_samples_split,20190622_150000_13.WAV,y
AM16_samples_split,20190613_141000_7.WAV,y
AM16_samples_split,20190622_025000_14.WAV,y
AM16_samples_split,20190627_125000_4.WAV,y
AM16_samples_split,20190622_150000_14.WAV,y
AM16_samples_split,20190624_120000_13.WAV,y
AM16_samples_split,20190629_150000_16.WAV,y
AM16_samples_split,20190624_120000_11.WAV,y
AM16_samples_split,20190626_131000_15.WAV,y
AM16_samples_split,20190624_103000_8.WAV,y
AM16_samples_split,20190622_172000_13.WAV,n
AM16_samples_split,20190626_131000_11.WAV,y
AM16_samples_split,20190627_125000_12.WAV,y
AM16_samples_split,20190618_194000_18.WAV,y
AM16_samples_split,20190628_062000_11.WAV,y
AM16_samples_split,20190617_031000_15.WAV,n
AM16_samples_split,20190622_110000_18.WAV,n
AM16_samples_split,20190629_150000_1.WAV,n
AM16_samples_split,20190626_131000_5.WAV,y
AM16_samples_split,20190626_131000_16.WAV,n
AM16_samples_split,20190618_194000_4.WAV,y
AM16_samples_split,20190622_172000_14.WAV,y
AM16_samples_split,20190622_025000_4.WAV,y
AM16_samples_split,20190622_172000_12.WAV,n
AM16_samples_split,20190624_120000_4.WAV,y
AM16_samples_split,20190613_141000_8.WAV,y
AM16_samples_split,20190617_031000_11.WAV,n
AM16_samples_split,20190620_194000_3.WAV,n
AM16_samples_split,20190617_031000_10.WAV,y
AM16_samples_split,20190618_194000_1.WAV,y
AM16_samples_split,20190622_150000_15.WAV,y
AM16_samples_split,20190614_174000_3.WAV,n
AM16_samples_split,20190624_103000_0.WAV,y
AM16_samples_split,20190630_121000_14.WAV,y
AM16_samples_split,20190622_110000_17.WAV,y
AM16_samples_split,20190627_125000_11.WAV,n
AM16_samples_split,20190618_194000_12.WAV,y
AM16_samples_split,20190630_121000_4.WAV,y
AM16_samples_split,20190617_031000_1.WAV,n
AM16_samples_split,20190614_174000_18.WAV,n
AM16_samples_split,20190622_025000_13.WAV,y
AM16_samples_split,20190622_025000_12.WAV,y
AM16_samples_split,20190616_100000_18.WAV,y
AM16_samples_split,20190627_125000_17.WAV,n
AM16_samples_split,20190614_174000_1.WAV,n
AM16_samples_split,20190614_174000_2.WAV,n
AM16_samples_split,20190624_103000_1.WAV,y
AM16_samples_split,20190613_141000_16.WAV,y
AM16_samples_split,20190624_103000_15.WAV,n
AM16_samples_split,20190621_173000_18.WAV,y
AM16_samples_split,20190628_062000_6.WAV,y
AM16_samples_split,20190616_100000_16.WAV,y
AM16_samples_split,20190622_025000_5.WAV,y
AM16_samples_split,20190613_011000_7.WAV,y
AM16_samples_split,20190622_025000_10.WAV,n
AM16_samples_split,20190627_125000_18.WAV,n
AM16_samples_split,20190616_100000_8.WAV,y
AM16_samples_split,20190624_103000_13.WAV,y
AM16_samples_split,20190617_031000_7.WAV,n
AM16_samples_split,20190621_173000_8.WAV,y
AM16_samples_split,20190624_103000_2.WAV,y
AM16_samples_split,20190629_150000_7.WAV,n
AM16_samples_split,20190619_132000_1.WAV,y
AM16_samples_split,20190630_035000_15.WAV,y
AM16_samples_split,20190620_194000_16.WAV,y
AM16_samples_split,20190619_132000_8.WAV,y
AM16_samples_split,20190617_031000_0.WAV,y
AM16_samples_split,20190620_194000_13.WAV,y
AM16_samples_split,20190620_194000_8.WAV,y
AM16_samples_split,20190628_062000_9.WAV,y
AM16_samples_split,20190613_011000_3.WAV,y
AM16_samples_split,20190618_194000_17.WAV,y
AM16_samples_split,20190622_172000_19.WAV,y
AM16_samples_split,20190629_150000_2.WAV,n
AM16_samples_split,20190622_110000_3.WAV,n
AM16_samples_split,20190629_150000_5.WAV,y
AM16_samples_split,20190629_150000_11.WAV,y
AM16_samples_split,20190622_172000_17.WAV,y
AM16_samples_split,20190622_150000_5.WAV,y
AM16_samples_split,20190613_011000_8.WAV,y
AM16_samples_split,20190630_035000_10.WAV,y
AM16_samples_split,20190627_125000_1.WAV,y
AM16_samples_split,20190622_053000_0.WAV,n
AM16_samples_split,20190622_053000_4.WAV,y
AM16_samples_split,20190616_100000_17.WAV,y
AM16_samples_split,20190619_132000_9.WAV,y
WWF4_samples_split,5D2C50F8_10.WAV,y
WWF4_samples_split,5D126F30_7.WAV,n
WWF4_samples_split,5D285A20_5.WAV,y
WWF4_samples_split,5D1781A0_10.WAV,n
WWF4_samples_split,5D186C00_7.WAV,y
WWF4_samples_split,5D20C7D8_18.WAV,n
WWF4_samples_split,5D2548F8_2.WAV,y
WWF4_samples_split,5D22A3A0_0.WAV,n
WWF4_samples_split,5D2548F8_6.WAV,n
WWF4_samples_split,5D2842B0_0.WAV,n
WWF4_samples_split,5D0ED168_3.WAV,n
WWF4_samples_split,5D174258_11.WAV,y
WWF4_samples_split,5D285A20_7.WAV,y
WWF4_samples_split,5D149AA8_18.WAV,n
WWF4_samples_split,5D126F30_3.WAV,n
WWF4_samples_split,5D2842B0_19.WAV,y
WWF4_samples_split,5D1B2670_17.WAV,y
WWF4_samples_split,5D288900_17.WAV,y
WWF4_samples_split,5D0ED168_5.WAV,y
WWF4_samples_split,5D1781A0_18.WAV,y
WWF4_samples_split,5D2548F8_4.WAV,n
WWF4_samples_split,5D0ED168_7.WAV,n
WWF4_samples_split,5D1B6108_8.WAV,y
WWF4_samples_split,5D1A7B58_8.WAV,n
WWF4_samples_split,5D288900_10.WAV,y
WWF4_samples_split,5D2B5F90_3.WAV,y
WWF4_samples_split,5D1781A0_11.WAV,y
WWF4_samples_split,5D1B2670_16.WAV,n
WWF4_samples_split,5D2D2640_13.WAV,n
WWF4_samples_split,5D1F78B0_6.WAV,n
WWF4_samples_split,5D2E9638_2.WAV,n
WWF4_samples_split,5D285A20_0.WAV,y
WWF4_samples_split,5D2E9638_17.WAV,y
WWF4_samples_split,5D2B5F90_9.WAV,y
WWF4_samples_split,5D1F78B0_19.WAV,y
WWF4_samples_split,5D27ACB0_9.WAV,n
WWF4_samples_split,5D22A3A0_9.WAV,y
WWF4_samples_split,5D186C00_15.WAV,n
WWF4_samples_split,5D288900_7.WAV,y
WWF4_samples_split,5D2B5F90_5.WAV,y
WWF4_samples_split,5D27ACB0_7.WAV,y
WWF4_samples_split,5D20C7D8_15.WAV,n
WWF4_samples_split,5D2B5F90_19.WAV,y
WWF4_samples_split,5D1B6108_17.WAV,y
WWF4_samples_split,5D1B2670_4.WAV,n
WWF4_samples_split,5D2D2640_7.WAV,y
WWF4_samples_split,5D257A30_7.WAV,y
WWF4_samples_split,5D2B5F90_0.WAV,y
WWF4_samples_split,5D27ACB0_19.WAV,n
WWF4_samples_split,5D2D2640_0.WAV,y
WWF4_samples_split,5D22A3A0_10.WAV,n
WWF4_samples_split,5D257A30_12.WAV,y
WWF4_samples_split,5D20C7D8_4.WAV,n
WWF4_samples_split,5D2842B0_14.WAV,y
WWF4_samples_split,5D2548F8_0.WAV,n
WWF4_samples_split,5D174258_8.WAV,n
WWF4_samples_split,5D2C50F8_13.WAV,y
WWF4_samples_split,5D2E9638_11.WAV,y
WWF4_samples_split,5D149AA8_7.WAV,n
WWF4_samples_split,5D2842B0_2.WAV,n
WWF4_samples_split,5D0ED168_12.WAV,n
WWF4_samples_split,5D2C50F8_15.WAV,y
WWF4_samples_split,5D257A30_18.WAV,y
WWF4_samples_split,5D186C00_9.WAV,y
WWF4_samples_split,5D285A20_19.WAV,n
WWF4_samples_split,5D2E9638_15.WAV,y
WWF4_samples_split,5D1B2670_1.WAV,n
WWF4_samples_split,5D2842B0_3.WAV,y
WWF4_samples_split,5D285A20_17.WAV,y
WWF4_samples_split,5D1F78B0_13.WAV,y
WWF4_samples_split,5D126F30_8.WAV,n
WWF4_samples_split,5D1F78B0_3.WAV,y
WWF4_samples_split,5D126F30_6.WAV,n
WWF4_samples_split,5D2C50F8_4.WAV,y
WWF4_samples_split,5D285A20_15.WAV,y
WWF4_samples_split,5D22A3A0_19.WAV,n
WWF4_samples_split,5D2E9638_3.WAV,n
WWF4_samples_split,5D1F78B0_16.WAV,n
WWF4_samples_split,5D2D2640_3.WAV,y
WWF4_samples_split,5D1B6108_7.WAV,y
WWF4_samples_split,5D27ACB0_17.WAV,n
WWF4_samples_split,5D0ED168_10.WAV,n
WWF4_samples_split,5D22AAA8_10.WAV,n
WWF4_samples_split,5D2D2640_2.WAV,y
WWF4_samples_split,5D22A3A0_16.WAV,y
WWF4_samples_split,5D22AAA8_3.WAV,y
WWF4_samples_split,5D1F78B0_4.WAV,n
WWF4_samples_split,5D1A7B58_10.WAV,n
WWF4_samples_split,5D1781A0_9.WAV,n
WWF4_samples_split,5D1F78B0_7.WAV,n
WWF4_samples_split,5D186C00_10.WAV,y
WWF4_samples_split,5D2C50F8_11.WAV,y
WWF4_samples_split,5D1A7B58_1.WAV,n
WWF4_samples_split,5D186C00_18.WAV,y
WWF4_samples_split,5D288900_11.WAV,y
WWF4_samples_split,5D1B6108_14.WAV,y
WWF4_samples_split,5D1F78B0_12.WAV,n
WWF4_samples_split,5D2C50F8_14.WAV,y
WWF4_samples_split,5D0ED168_8.WAV,n
WWF4_samples_split,5D149AA8_10.WAV,n
WWF4_samples_split,5D2C50F8_16.WAV,n
WWF4_samples_split,5D174258_16.WAV,y
WWF4_samples_split,5D174258_2.WAV,y
WWF4_samples_split,5D257A30_8.WAV,y
WWF4_samples_split,5D1A7B58_14.WAV,y
WWF4_samples_split,5D285A20_9.WAV,y
WWF4_samples_split,5D22AAA8_0.WAV,n
WWF4_samples_split,5D2C50F8_17.WAV,n
WWF4_samples_split,5D22AAA8_6.WAV,n
WWF4_samples_split,5D2842B0_1.WAV,n
WWF4_samples_split,5D2548F8_7.WAV,n
WWF4_samples_split,5D1781A0_8.WAV,n
WWF4_samples_split,5D126F30_14.WAV,n
WWF4_samples_split,5D20C7D8_5.WAV,n
WWF4_samples_split,5D2C50F8_2.WAV,n
WWF4_samples_split,5D22AAA8_13.WAV,n
WWF4_samples_split,5D2548F8_17.WAV,y
WWF4_samples_split,5D2E9638_4.WAV,y
WWF4_samples_split,5D22A3A0_1.WAV,n
WWF4_samples_split,5D1B6108_0.WAV,y
