itemid,datasetid,hasbird
1962f468-f698-4281-ad46,warblrb10k,1
d2b41380-5cef-4a36-8860,warblrb10k,1
b4f88af7-fb7f-4b9c-b13d,warblrb10k,1
f823b3f5-6c36-4648-8cdd,warblrb10k,0
71c5c01d-22b4-4aad-9231,warblrb10k,1
f108519f-10ee-43cd-9b2a,warblrb10k,1
8c6e461a-04ce-47a3-966d,warblrb10k,1
ade26957-aac7-44b1-b11c,warblrb10k,0
257f7a45-90ea-41eb-8ee2,warblrb10k,0
f6eed92a-cef6-4082-925d,warblrb10k,1
fb3960f6-4ad5-44a3-844e,warblrb10k,1
86bba0c3-175c-4fe3-ab64,warblrb10k,1
85646b93-21b5-4169-8508,warblrb10k,1
d34fdefd-457e-42a5-b567,warblrb10k,1
3f98929b-a45b-4054-8756,warblrb10k,1
1c0bff6a-85cf-452a-a180,warblrb10k,1
1d665100-c721-461a-bd8f,warblrb10k,1
fecfbb29-7283-4fa2-8c0a,warblrb10k,1
5f34ea0a-ab9a-47d1-978c,warblrb10k,0
361075de-f979-4380-8ea2,warblrb10k,1
5136cb73-7b69-42ed-a0d4,warblrb10k,1
e156a44e-146e-451a-bc87,warblrb10k,1
54b4b9df-3cfd-4269-b55e,warblrb10k,0
bfd7ea4b-0b5c-435e-9a82,warblrb10k,1
12c917b2-2c57-47c6-9794,warblrb10k,0
e97300ff-d2dd-400a-93f3,warblrb10k,0
6c3f1f7f-5c65-4f49-aff1,warblrb10k,1
1f3d4edc-1663-43fe-ac4a,warblrb10k,1
374a96bc-06b2-488c-ab4d,warblrb10k,1
dc06107b-0022-4096-b7ef,warblrb10k,1
087933aa-cc29-4002-b0b2,warblrb10k,1
0c800002-27a6-4d7d-bf16,warblrb10k,1
816aa155-8f9f-40af-bf81,warblrb10k,1
e9a44d0b-60f3-4903-9031,warblrb10k,1
2de455be-e59a-43ff-9c64,warblrb10k,1
bac43d07-9bb2-4ee1-a373,warblrb10k,1
6e052246-6c50-4555-bc58,warblrb10k,1
b66b63e2-d315-441f-9321,warblrb10k,1
4827d25e-e974-47cd-bf15,warblrb10k,1
d217bfb2-3dd1-4184-9065,warblrb10k,0
c706b721-43d3-46a6-9d74,warblrb10k,1
a8bc1241-894b-4e42-b403,warblrb10k,0
75d9fd33-716d-4631-bf2b,warblrb10k,0
bf057657-4592-4610-9bb4,warblrb10k,1
bcd5518f-9397-4e69-af61,warblrb10k,1
e3007fe0-b04c-4a31-86e8,warblrb10k,1
b6b17038-3423-4abe-b2a2,warblrb10k,1
88aab1b0-b13f-45be-b7bb,warblrb10k,1
9b877597-e099-4e44-8791,warblrb10k,1
109947a3-deb4-49a0-b7d5,warblrb10k,1
d360390e-e87c-4357-bb20,warblrb10k,1
9cb7b012-4b32-4c00-bb9b,warblrb10k,1
afcee2c9-8837-4666-9347,warblrb10k,1
6829011d-d755-4941-99c1,warblrb10k,1
e8dd9dfe-be36-4ae1-811f,warblrb10k,1
4f847e7b-201f-45ef-ac4a,warblrb10k,1
df83a4ab-7703-4f35-baac,warblrb10k,1
a7b6b0bf-1b49-4afb-b211,warblrb10k,1
27885f78-0d47-45e3-be14,warblrb10k,0
a37dbc8b-0616-4bed-aada,warblrb10k,0
5bb2a6b9-c4f1-4e44-83ec,warblrb10k,1
64667f30-7405-4849-b2ad,warblrb10k,0
dafeac88-20ae-4701-a369,warblrb10k,1
0982ee98-d9c3-4008-9c52,warblrb10k,1
08b0fd8d-01ef-4dc2-ab8f,warblrb10k,1
ec0178b5-e031-4b4c-b1a8,warblrb10k,1
f31759e7-6815-4c8b-91d2,warblrb10k,1
c4cf5d4f-c746-4020-bf4a,warblrb10k,1
a93ba9f7-fb09-4469-ad09,warblrb10k,1
bf9bb0e9-fab2-4ea0-be32,warblrb10k,0
c0a49a05-9f72-4811-bf74,warblrb10k,1
cfc04c73-2da6-4f79-ad42,warblrb10k,1
8054df7d-7171-401b-a96e,warblrb10k,1
b12bb241-3380-481c-b961,warblrb10k,1
b735a5b2-32d0-4647-a880,warblrb10k,1
b799fc72-8ae4-4e39-907e,warblrb10k,0
ab52cdee-1734-4286-8db8,warblrb10k,1
7b048fc2-32e6-41d4-a7bc,warblrb10k,1
7ac76340-0e6d-48f1-adb9,warblrb10k,0
04316c95-edd8-4814-b07a,warblrb10k,1
07a39a63-19ee-4ab9-b787,warblrb10k,0
33a5ad54-077a-478b-b670,warblrb10k,0
2941521a-f55a-4103-bac1,warblrb10k,1
2336265f-f5ef-40f7-9776,warblrb10k,1
2c6ad361-4c18-4e40-9aa8,warblrb10k,1
63812fde-c75a-4289-9252,warblrb10k,1
521bc87d-d5af-46ed-80bb,warblrb10k,1
2e816b47-459c-462e-acb1,warblrb10k,0
4289db59-dfc2-4841-839c,warblrb10k,1
6835300a-11c1-4410-ae3a,warblrb10k,1
0a8ad8e4-c84a-4db0-9581,warblrb10k,1
1f430349-dff9-47fb-add6,warblrb10k,1
2e127fcf-731f-411e-95fb,warblrb10k,0
ae5d4fbc-a9b0-47bd-a237,warblrb10k,1
420a63b7-67d9-46c8-b903,warblrb10k,0
9de03f41-b8c6-4536-8cb2,warblrb10k,1
f6474ecf-7342-4d7a-aa51,warblrb10k,1
e0004b3e-fc26-4f9c-8b07,warblrb10k,1
0b5f7bde-ac99-4f7e-a654,warblrb10k,1
8d76a626-746d-4f29-85a1,warblrb10k,0
d78268e7-9fd0-4ed6-9a01,warblrb10k,1
7bda2515-1103-45f5-be35,warblrb10k,1
8ca89c33-8db9-4ccd-89c3,warblrb10k,1
076e5952-3837-4c91-96c3,warblrb10k,1
19106461-1d32-4c8c-80bf,warblrb10k,1
61252fa8-0dd8-4441-9dc0,warblrb10k,1
96043ebd-d3f3-478c-9595,warblrb10k,1
d5940574-8426-4498-8538,warblrb10k,1
6eab000a-269e-49a5-b70e,warblrb10k,0
8dc781a4-25d7-4414-b23d,warblrb10k,1
453a684c-38d0-4b26-916d,warblrb10k,1
689430af-6157-4b86-8225,warblrb10k,1
91be7425-5430-493f-a80a,warblrb10k,1
0a9da934-d6ac-48f1-9739,warblrb10k,1
651b4935-469d-4984-a7ac,warblrb10k,1
a4af0bae-6d5e-4817-843e,warblrb10k,1
4fe276f4-32f9-4175-8b13,warblrb10k,1
eaff1748-bf12-44dd-b4f3,warblrb10k,1
4ac7a12c-7198-4db5-b823,warblrb10k,0
e2c1b9e7-6465-4d81-ab07,warblrb10k,1
5a9b3995-519d-4c0f-b173,warblrb10k,1
9f1e22eb-7970-4d01-8343,warblrb10k,1
b0416d44-cca0-447c-8246,warblrb10k,1
e6d9389c-a290-4ac7-890a,warblrb10k,1
4870a14f-b99b-4146-88ae,warblrb10k,1
bf7a9fa2-6f7a-4a28-a99d,warblrb10k,0
fb0c7bb8-ccd4-40ca-92c0,warblrb10k,0
3d16b36a-ddfa-4162-a617,warblrb10k,1
2e5d1ec0-2bc4-471b-a5a0,warblrb10k,1
8a588119-4170-463a-a243,warblrb10k,1
b932d23c-096c-492a-97b9,warblrb10k,1
fc7df50a-6ae4-4bf7-83e8,warblrb10k,0
445e8729-06c8-40b5-9dee,warblrb10k,0
226ca068-16a3-4a93-a859,warblrb10k,0
7432b488-5fb8-4eed-ba92,warblrb10k,1
40e09b4e-a77f-40d8-824c,warblrb10k,0
6192003c-adad-4391-ac5e,warblrb10k,0
c80e4183-4003-4177-98aa,warblrb10k,1
837e7681-783c-46c4-b7c6,warblrb10k,1
f0844a1a-ec41-48ee-81d0,warblrb10k,0
ea954406-f573-49ce-8816,warblrb10k,1
c10f0e00-c966-4901-a12d,warblrb10k,0
9f2d59cb-7e87-48ae-b21c,warblrb10k,1
077776db-5708-4fb2-b1a9,warblrb10k,1
4b01bfe7-cc95-4657-8c62,warblrb10k,1
62def194-3bb1-4e91-a9d7,warblrb10k,1
28d2f5d5-4965-4fa1-a559,warblrb10k,1
093aaf34-9840-410e-9fd1,warblrb10k,1
31f664ae-8910-4c10-be5c,warblrb10k,1
f66dd388-6ebb-4a97-8f96,warblrb10k,1
332365d2-f6af-4bcc-aa56,warblrb10k,0
a8d30a73-1034-4584-97d8,warblrb10k,1
dd0d1b0a-1b65-4ec2-9166,warblrb10k,1
ecf34e90-06ce-44b3-942b,warblrb10k,0
90cc4d40-6bc3-4355-8741,warblrb10k,1
e1931b22-e4f0-4d0a-822e,warblrb10k,0
e3c16151-7ccc-49c6-a445,warblrb10k,0
b1bcb928-cc1b-45bc-bcdd,warblrb10k,0
be503851-72f2-47b7-ba69,warblrb10k,1
4caeff61-8d66-474e-aa49,warblrb10k,1
f0d938ba-3b91-4758-8fef,warblrb10k,1
4464f929-0cac-4b6e-93b4,warblrb10k,0
7272931c-0954-4a29-a0a7,warblrb10k,0
875345c6-2646-4aa1-ae61,warblrb10k,1
8404d0b6-26fe-4b7d-804b,warblrb10k,1
dfdca0ec-5ad9-4813-9911,warblrb10k,1
658c2d74-c1da-408e-800a,warblrb10k,1
1a9099fa-e84a-45c8-8567,warblrb10k,1
3512c421-1b0d-4634-a916,warblrb10k,1
3d62b3ef-1149-4d0b-9618,warblrb10k,1
ef712a6a-761e-4185-9d4c,warblrb10k,1
7a97c7b4-9ca5-45da-87b4,warblrb10k,1
bafd0263-9fce-4864-8aed,warblrb10k,0
93f765c9-d234-442f-808c,warblrb10k,1
46d9506e-4560-44de-ad02,warblrb10k,1
86e31126-3199-4437-ad58,warblrb10k,1
9535791f-efa2-4b88-b270,warblrb10k,1
f693b913-c498-4845-92d0,warblrb10k,1
a63c7d6e-299e-4d9e-9328,warblrb10k,1
ad4fae77-13a6-4988-80f2,warblrb10k,0
452d1222-e5a4-4c37-b3ff,warblrb10k,1
d1fe8d2e-845f-47a6-a301,warblrb10k,1
ced1716b-d605-45f9-a8f0,warblrb10k,1
114142f2-e22d-4e02-95d0,warblrb10k,0
054efaaa-a5ba-4c82-a8d3,warblrb10k,0
4335ef7d-8e8c-4151-9458,warblrb10k,1
98633133-ee52-4a83-a125,warblrb10k,0
2ea51a3d-ee71-4a54-aef1,warblrb10k,0
8294320b-1667-4285-b3b3,warblrb10k,0
09f5e95c-287a-4b1a-a523,warblrb10k,0
f30d25ab-db6a-4c1c-9658,warblrb10k,1
7e2f80f1-cd66-420f-99ac,warblrb10k,1
31667e99-0bb9-4512-aba4,warblrb10k,1
16e7c87c-ee20-4568-aa29,warblrb10k,1
d0f55232-9963-42e4-85ff,warblrb10k,1
a8784b1c-77da-489c-9836,warblrb10k,1
3703fce8-8583-419e-ac61,warblrb10k,1
f621dfd4-10bc-42b9-b757,warblrb10k,1
4d4bedbe-b673-44c0-8d50,warblrb10k,0
e6878c86-4dbb-4020-936a,warblrb10k,1
a8df66ae-6306-4591-88f0,warblrb10k,0
c5f07e33-e1b0-4217-ad5f,warblrb10k,0
8343b799-c921-4694-ba34,warblrb10k,1
6f39a0f9-e40d-41c1-a032,warblrb10k,1
c9d510e4-40f6-441d-8463,warblrb10k,1
cdf1070d-717f-490a-8ee4,warblrb10k,1
4b3a69a8-e111-4b9e-b08b,warblrb10k,1
6f78c359-1db7-4ed2-a564,warblrb10k,0
c6ddb3e3-43aa-44ee-959b,warblrb10k,0
4cc824b6-3a18-479d-9954,warblrb10k,1
2f371d15-ecc1-4abd-bde1,warblrb10k,1
49335475-acc1-4023-83ab,warblrb10k,1
23025a1f-ea26-4ce2-855f,warblrb10k,1
b3443a0c-6251-452e-9123,warblrb10k,0
905fee00-ec3b-4ae4-b953,warblrb10k,1
2283f24f-e5f5-47d7-9fed,warblrb10k,1
51f42ff0-f9bd-4760-b562,warblrb10k,1
dba46541-a623-4749-b93b,warblrb10k,1
30453fa2-abf2-4cdf-8d5b,warblrb10k,0
9f81fe7d-3695-47b3-8807,warblrb10k,0
7935e96c-d54a-402f-a844,warblrb10k,1
b049ac29-a793-45ad-a854,warblrb10k,1
894fa4c7-fc14-4f0d-881e,warblrb10k,1
3d02ecc3-df97-4462-999f,warblrb10k,1
8788d03b-95b8-4813-afb6,warblrb10k,1
2f65a1d9-3925-4481-9fea,warblrb10k,1
125804e1-1b3e-4a60-af81,warblrb10k,1
357b51f4-964f-413f-8edc,warblrb10k,1
5d28f659-273b-4a84-afc3,warblrb10k,1
404916e1-3cc6-4b10-8bcf,warblrb10k,1
21f40e56-f8d7-47c1-acb4,warblrb10k,0
13d25b74-e092-4484-b5b7,warblrb10k,1
4c255fe6-7f5d-4d3d-8ad7,warblrb10k,0
b88ac7a9-08db-4e0d-85b6,warblrb10k,1
53851b34-565a-48db-a1a1,warblrb10k,1
b79785e1-20d0-474b-99cb,warblrb10k,0
37e89b23-cb56-45bf-954c,warblrb10k,1
57592e31-ce86-4790-9835,warblrb10k,1
6327fabf-7ca5-48bd-8f24,warblrb10k,1
958523a3-680d-4d53-8635,warblrb10k,1
9119c35d-a92c-433e-b9a8,warblrb10k,1
041f9eaa-849a-4556-ba38,warblrb10k,1
4e44c4b3-6138-4f0e-b58b,warblrb10k,0
7b92c932-85e2-4865-890d,warblrb10k,1
8d80f68a-8aa5-467a-a616,warblrb10k,1
36c60153-06eb-4ec3-be88,warblrb10k,1
f560d4b7-3586-47c8-8096,warblrb10k,0
e17c4fa2-0263-45cf-bca6,warblrb10k,1
267ce992-f105-4b4e-9aa9,warblrb10k,1
6499f6a5-e1d3-4b5b-941f,warblrb10k,0
385b6ae7-cd20-4c15-becb,warblrb10k,0
36424f39-06b2-4324-a67c,warblrb10k,1
befbd42f-c0dd-4b34-9c12,warblrb10k,1
685bd75d-21da-4b1c-8b98,warblrb10k,1
b1adbe65-5f69-4d32-b264,warblrb10k,0
e4987a52-7af4-4eab-91d3,warblrb10k,0
83ecc677-6d10-42b8-9d67,warblrb10k,1
6e99497d-bc31-4465-a335,warblrb10k,1
ba20f619-a2f6-4f9c-bcca,warblrb10k,1
0264a0af-0af9-4d2a-a7e1,warblrb10k,1
eececb92-1b4a-4a72-a2d6,warblrb10k,0
8b483ca1-9172-4593-b030,warblrb10k,1
6ba1c830-c2a4-437a-86a9,warblrb10k,1
cb28c0d4-8c6d-42de-8646,warblrb10k,1
4576951a-f14f-4b7f-bcae,warblrb10k,1
2634799d-4537-4df0-8b1c,warblrb10k,1
f967017b-933a-460e-81b5,warblrb10k,1
64f0d724-2e97-4fc9-974c,warblrb10k,1
cc2f71c3-ef3c-4d33-9925,warblrb10k,0
cc498f34-95b6-4009-bbe1,warblrb10k,1
85d94f47-07d3-46c5-af38,warblrb10k,1
8ebd56d2-5a52-4704-bf87,warblrb10k,1
ae8622d5-a4d3-4920-990f,warblrb10k,1
23b96bd1-4508-4fa6-bb1d,warblrb10k,1
bf1968a5-e3d9-4c1c-9a2e,warblrb10k,1
c7b8dcf0-a974-4dc9-9931,warblrb10k,1
af04f5e1-0c80-4d39-9605,warblrb10k,1
34184957-ca18-44b5-9027,warblrb10k,1
ff04acd1-80ff-4ae7-acc0,warblrb10k,0
a6c81242-63ff-4683-bfd7,warblrb10k,0
1ebb7995-d3f7-4d19-a455,warblrb10k,1
64da08fd-f8ca-4c10-9448,warblrb10k,1
963d9691-1e65-40ed-84c6,warblrb10k,0
92633400-0c71-465d-be6a,warblrb10k,1
ef7eb546-a570-49f7-af8e,warblrb10k,0
db851a23-63d5-43b1-a478,warblrb10k,0
fa5b8216-0686-4b0f-b5b2,warblrb10k,1
e30cf1ee-f979-4466-afc5,warblrb10k,1
8f840061-8471-4720-af07,warblrb10k,1
c404199d-5379-49cc-9a2f,warblrb10k,0
f74ed7e6-ff2d-49bb-8f6d,warblrb10k,1
67d104ac-6e58-421b-b9ce,warblrb10k,0
c60d9cd9-0f68-47a9-b321,warblrb10k,1
532668f5-fe42-4312-b4b9,warblrb10k,0
71d04c85-17bd-4612-853a,warblrb10k,1
b45fd058-3201-4614-913d,warblrb10k,1
f1f098cd-1e76-4574-aadd,warblrb10k,0
04b7f97c-0cce-4ca6-8179,warblrb10k,1
d226c590-5363-42b9-b900,warblrb10k,0
e38f1747-5ef7-46af-b69a,warblrb10k,1
219a813d-11ff-4338-a1c3,warblrb10k,1
f779cd00-bd34-407d-bdbc,warblrb10k,1
2066b2d3-4e10-40be-ae00,warblrb10k,0
ff949d60-8fe0-4b39-b91f,warblrb10k,1
4321dcb8-5c21-4192-aa12,warblrb10k,1
9d412f0b-e0ef-4ae9-8a19,warblrb10k,1
3ff73c77-9c53-4643-862c,warblrb10k,1
597c854c-33f8-4a4f-a788,warblrb10k,1
d0431d66-86cc-44e8-a971,warblrb10k,1
6cce555c-4f77-436d-aada,warblrb10k,1
df198fda-ffd9-4daf-af15,warblrb10k,1
1f583c75-ca2e-452b-a5ba,warblrb10k,1
39f25de7-8c40-4fb5-9da2,warblrb10k,0
6d709a58-b58b-4e09-9d12,warblrb10k,1
5ada477d-fd9c-407a-82c7,warblrb10k,1
509a1e2b-d8b9-425a-b858,warblrb10k,1
7ad35da0-cbc7-4eb7-8a1e,warblrb10k,0
8b64a635-a0f6-40f5-a6cd,warblrb10k,1
64a3066b-e994-41d9-a5cf,warblrb10k,1
15c7a34b-fd82-46bd-872f,warblrb10k,1
5ce0e1d2-e749-430d-b69e,warblrb10k,1
081b6d8e-6a0f-4539-a944,warblrb10k,1
cdf72734-715d-4366-87b5,warblrb10k,1
fd05e495-e5dd-43b1-bf3d,warblrb10k,1
23c84601-1966-49f5-b8f8,warblrb10k,0
0a8957e6-2647-4cec-ae72,warblrb10k,1
309dc191-a00f-46b7-b28b,warblrb10k,0
c516b255-c35c-4682-a643,warblrb10k,1
d6c5e2be-0b74-4af7-8888,warblrb10k,1
9a6044b8-356e-4a1c-b76d,warblrb10k,1
9ee45f4b-d6d5-456c-a62c,warblrb10k,1
e757505a-8ee9-46ee-83a2,warblrb10k,1
882a0b72-3d71-4d70-b25c,warblrb10k,1
5866a5ef-4e14-4cf4-9542,warblrb10k,1
dac27bcc-9a85-4bdf-87ca,warblrb10k,1
4297f9d2-d5dd-41a5-b482,warblrb10k,1
a0450539-a92f-4004-9710,warblrb10k,1
7d05aa88-073f-48fb-801a,warblrb10k,1
83bcaddc-def9-4f7b-b4c1,warblrb10k,1
3d663e98-fb50-4a55-8cea,warblrb10k,1
9c3a9fa6-98a7-4d6c-9d36,warblrb10k,1
2c82a2df-9fc5-402f-8aa8,warblrb10k,0
542dbf0f-6d84-401e-b54c,warblrb10k,1
0e5fe25d-f628-40c9-b4f8,warblrb10k,0
78ac0cdc-0a1d-4fd3-b415,warblrb10k,1
a74782af-439e-4d87-987a,warblrb10k,1
7f4c62e9-7b10-464a-9950,warblrb10k,1
fac3fb75-f0f4-4a18-b9e6,warblrb10k,0
c85ea3a4-8a26-4d3f-bfef,warblrb10k,1
4e1e8ac8-815d-4bad-8578,warblrb10k,1
8172780f-abed-4641-89df,warblrb10k,1
c5377864-f15e-4511-82f6,warblrb10k,1
9918d6b0-3102-4e84-80b2,warblrb10k,0
19f07472-e1d3-4bbc-9977,warblrb10k,1
ed3336ff-159a-4dfb-8ca9,warblrb10k,0
f12423fd-3cf3-40ec-b73a,warblrb10k,1
d03b94ad-6822-442c-b430,warblrb10k,1
a605ab2a-4184-4739-a680,warblrb10k,1
bfb806c4-3f49-49eb-8c59,warblrb10k,1
071e4a68-8020-4363-b13f,warblrb10k,0
47d26a56-f27d-451f-a48e,warblrb10k,1
92010388-5072-476d-9397,warblrb10k,1
87427260-b8a3-486d-858f,warblrb10k,1
9911447f-168c-4ca6-9781,warblrb10k,1
31caed8d-29ee-4efa-afc8,warblrb10k,1
97bf01cd-8f2a-47a0-b4ac,warblrb10k,0
974307bc-3413-40f1-a043,warblrb10k,1
0c24931a-48e0-4a68-9a34,warblrb10k,1
deb05fef-375f-4fec-8671,warblrb10k,1
41c31a6e-9791-4ef7-b612,warblrb10k,1
f61e81b1-e1cd-4215-9e11,warblrb10k,1
182aaa0f-c259-4a92-9d5b,warblrb10k,1
7f096135-a895-45b8-a9e7,warblrb10k,1
9ce38206-d844-46dd-a742,warblrb10k,1
1f22f22a-a1c3-4682-b588,warblrb10k,1
f4a4c490-2f23-43ed-85a6,warblrb10k,0
2c14d332-f6cf-4b85-b885,warblrb10k,1
4342217a-7c20-4139-a9cb,warblrb10k,0
0e762306-07d7-43e9-9761,warblrb10k,1
ca4cef87-d851-459c-8203,warblrb10k,0
2872c62a-e72d-417d-b795,warblrb10k,1
b197156b-45c4-47c3-a438,warblrb10k,0
41828bd6-b1a9-4e9c-a098,warblrb10k,1
651bcb1f-1498-4a2c-aff1,warblrb10k,1
7888392a-c16b-4bec-a22b,warblrb10k,1
5921017c-e007-4c2e-9d39,warblrb10k,0
739eaf5d-4d01-4346-88aa,warblrb10k,1
1a5beb9b-ebde-46cf-b1a0,warblrb10k,0
b35ffbf7-9d65-4028-b2bb,warblrb10k,1
01108a3f-0e4d-46b0-928e,warblrb10k,1
5a6dfa51-f6dd-410d-bee5,warblrb10k,1
7102f75e-89f2-4394-a081,warblrb10k,0
c44a906e-3634-4e1b-8b7d,warblrb10k,0
14e6ad24-cf3e-4310-8bd5,warblrb10k,1
00cc9afb-40da-4ca3-a4fe,warblrb10k,1
3bdda2ec-31ac-4700-b233,warblrb10k,1
32803ece-6c9c-4af9-853f,warblrb10k,1
9c1c1a33-20a8-4f38-a3de,warblrb10k,0
fa2ea780-8b6e-4d8c-abe0,warblrb10k,1
57ac35a9-d8c0-453b-b9d4,warblrb10k,1
00a91d50-1b15-480a-b533,warblrb10k,0
dd22c0b4-18d1-4890-bfba,warblrb10k,1
34086a13-41ed-4ef3-bfb6,warblrb10k,1
2157f951-2c86-4b61-ac0a,warblrb10k,0
37182b9b-8617-48c4-bee4,warblrb10k,1
92dd4189-f3b4-467a-82a2,warblrb10k,1
ea4ff5a4-4bb7-43c5-b696,warblrb10k,1
9c1d6ffa-b601-443d-bfda,warblrb10k,1
c2d67671-62ec-4659-a259,warblrb10k,1
2d75e7ff-a4a4-4412-b22b,warblrb10k,0
fc94a529-2d53-408f-937e,warblrb10k,0
7dba2047-bfa9-4bf3-abca,warblrb10k,1
9752a466-ce2a-4baa-be26,warblrb10k,1
34da14a3-63bf-41aa-af9b,warblrb10k,1
107ea474-8306-4e33-9a5e,warblrb10k,1
7a9b8d3a-f7a1-4075-9d8a,warblrb10k,1
3d980a67-b0d4-4b23-a202,warblrb10k,1
bf025feb-4c42-473f-a3bc,warblrb10k,0
74432123-4e42-4d66-a64f,warblrb10k,1
d83f2594-9e2b-4618-9344,warblrb10k,1
4e87968c-fa93-454c-b1e0,warblrb10k,1
a721747f-efbc-42f7-afdf,warblrb10k,1
9a8b9671-045e-47ef-9071,warblrb10k,1
f20deb0e-5129-4918-8d1d,warblrb10k,0
e329623e-b45b-4ec7-9891,warblrb10k,0
d76be9bf-e6dd-4aab-ab7d,warblrb10k,1
897ca5eb-ec3d-4cf5-84e4,warblrb10k,1
870ee6be-f379-479d-9dad,warblrb10k,0
1478808e-ab3a-4830-b9d7,warblrb10k,1
bb1492c4-ae48-45d1-8151,warblrb10k,1
78e7df4d-c092-4fce-9a90,warblrb10k,0
49806cf9-66f1-4672-985d,warblrb10k,0
4b191eba-f279-465e-90d1,warblrb10k,1
3bdb718c-96af-49df-b92f,warblrb10k,0
8874f315-8324-48c6-a2bf,warblrb10k,0
1f2e5f8f-6037-4399-9201,warblrb10k,1
cd3cc83d-6baf-40b1-a8ed,warblrb10k,1
7d874007-0e5d-4d43-9482,warblrb10k,0
ac39486a-79de-4c6f-9848,warblrb10k,0
027dfef9-bb9d-4c4a-bfcb,warblrb10k,0
0398382d-94ce-4d7c-ad56,warblrb10k,1
eb91a82f-e659-4dc9-bee9,warblrb10k,1
abf7341d-fae3-409b-9819,warblrb10k,1
73d78d80-bded-409e-8850,warblrb10k,1
bfd5dc30-cc75-45d8-b3f7,warblrb10k,1
40676aa6-f07d-4231-b84f,warblrb10k,1
07f78e3e-bec3-4cd5-8a50,warblrb10k,1
4452a539-9b0e-4f6b-9f8f,warblrb10k,1
b72048de-bf95-4901-a65c,warblrb10k,1
c42ac008-4344-4076-b451,warblrb10k,1
8ade8fff-1e6b-4fd6-9551,warblrb10k,1
b2f843ec-6f0f-4bc3-91ad,warblrb10k,1
4da5f422-9eb7-48ee-80d0,warblrb10k,0
cb0efa5f-20f8-4f58-b0b7,warblrb10k,1
fe9b081d-3523-4b64-8cc6,warblrb10k,0
fa090da8-8ca8-4d1c-ab73,warblrb10k,1
e738d095-d7be-40a0-af44,warblrb10k,1
96689c4f-f0da-4948-ba9d,warblrb10k,1
17918a93-fb3b-48fe-9fc4,warblrb10k,1
4593a38d-ab75-4879-a341,warblrb10k,1
9446353b-b484-4e79-b203,warblrb10k,1
f02fdcdc-7572-47c1-ac63,warblrb10k,1
acd2c08b-0c84-4beb-a823,warblrb10k,1
b4328480-9f54-46db-8800,warblrb10k,1
9eeeacf2-3e71-4150-8245,warblrb10k,0
c7b5734e-1ec3-4654-9d5b,warblrb10k,1
ea412c05-01e1-41c9-9b4f,warblrb10k,1
0786ed91-5ad5-4fb2-a7a8,warblrb10k,1
2aefe5e5-2ed2-4336-83d5,warblrb10k,1
e35788cf-1592-4605-b8b4,warblrb10k,0
75cf03e0-95d4-444e-a1cb,warblrb10k,0
c806b2c4-5596-4cfd-a6f9,warblrb10k,1
75599b2d-d824-4599-a3a5,warblrb10k,1
a51dd58c-5a96-4f7c-b109,warblrb10k,1
822674f5-394d-4696-af01,warblrb10k,1
71909786-143b-4b4c-aa7d,warblrb10k,1
cee41b87-e492-4574-8aa0,warblrb10k,1
e028e8e4-55ac-496d-a698,warblrb10k,0
7f383af3-96fe-4bd0-9df3,warblrb10k,1
a09e1853-a790-4552-b855,warblrb10k,1
4e51b171-9d47-4264-adf2,warblrb10k,1
aa91ba51-52e6-4d1b-bf0e,warblrb10k,0
ea4f8763-04b8-49d6-99b6,warblrb10k,1
18c6f25c-0c8d-479a-9f94,warblrb10k,0
b9de644e-3145-4904-bd6f,warblrb10k,1
fc643bad-c7bf-427b-a494,warblrb10k,1
f3a616da-f25e-41f7-9d34,warblrb10k,1
c0e6ccf1-c5a7-4fa7-b379,warblrb10k,1
72ce597e-feab-4dd2-b356,warblrb10k,0
3af6d8bc-fe93-4020-99bf,warblrb10k,1
333feb8a-186e-4242-9d60,warblrb10k,0
394ddbe6-8ff1-4744-a547,warblrb10k,1
9ce85075-f024-4036-b622,warblrb10k,1
47658502-b3c2-47b9-9ae7,warblrb10k,1
bf07d954-a56d-4897-a35d,warblrb10k,0
507f3e8c-5e61-4ab6-b7ce,warblrb10k,1
163638ef-6b4f-4f86-b543,warblrb10k,1
0a2c4685-1a1b-4e37-96fb,warblrb10k,1
44648cf0-151a-460b-a24d,warblrb10k,1
07eaecc2-814f-4908-9539,warblrb10k,1
08300b4b-ae28-41c1-8919,warblrb10k,1
e60acd92-506f-4585-bad0,warblrb10k,1
aa1c372f-f55c-4c6a-8d39,warblrb10k,0
40b08269-334d-4ba0-9b6d,warblrb10k,1
78ba994a-24f6-41d7-963c,warblrb10k,1
5854a3ef-d2c7-4c03-932b,warblrb10k,1
b043698b-d132-4ad4-8245,warblrb10k,0
482c4df7-857c-4e28-9b9c,warblrb10k,1
2a6303b7-7cde-4bc6-bb31,warblrb10k,1
c1849982-ffd2-4564-acb4,warblrb10k,1
6f836765-3b05-4494-b0e0,warblrb10k,0
eb3d62c9-1bfc-45c7-b8e5,warblrb10k,0
d5aeedfa-72d0-498c-8a5a,warblrb10k,0
0ce2ba3e-43a4-41fd-8c5c,warblrb10k,0
3773b650-2e64-4a29-a4d4,warblrb10k,1
47f72613-e816-4092-9d07,warblrb10k,1
b70a521f-ce0f-4f90-a113,warblrb10k,1
ac86d3e2-5362-436b-b6bb,warblrb10k,1
f9955377-753c-4c73-b890,warblrb10k,1
